URL,Test,Dataset,Variable,Git Hash,Start Time,Response Time (s),Profile File Path
10.45.20.125:8443,profile,giops_day,votemper,,2023.12.15_18.33.44,2.1000,
10.45.20.125:8443,profile,giops_day,vosaline,,2023.12.15_18.33.47,1.4932,
10.45.20.125:8443,profile,giops_day,sspeed,,2023.12.15_18.33.50,1.7361,
10.45.20.125:8443,profile,giops_day,magwatervel,,2023.12.15_18.33.53,1.9569,
10.45.20.125:8443,profile,riops_fc_3dps,votemper,,2023.12.15_18.33.56,2.4138,
10.45.20.125:8443,profile,riops_fc_3dps,vosaline,,2023.12.15_18.33.59,2.3716,
10.45.20.125:8443,profile,riops_fc_3dps,sspeed,,2023.12.15_18.34.03,3.0655,
10.45.20.125:8443,profile,riops_fc_3dps,magwatervel,,2023.12.15_18.34.07,3.5083,
10.45.20.125:8443,virtual mooring,giops_day,votemper,,2023.12.15_18.34.11,1.7087,
10.45.20.125:8443,virtual mooring,giops_day,vosaline,,2023.12.15_18.34.14,1.6866,
10.45.20.125:8443,virtual mooring,giops_day,sspeed,,2023.12.15_18.34.17,2.3181,
10.45.20.125:8443,virtual mooring,giops_day,magwatervel,,2023.12.15_18.34.20,3.3483,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,votemper,,2023.12.15_18.34.25,4.7333,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,vosaline,,2023.12.15_18.34.31,4.2949,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,sspeed,,2023.12.15_18.34.36,8.4033,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,magwatervel,,2023.12.15_18.34.45,11.1142,
10.45.20.125:8443,transect,giops_day,votemper,,2023.12.15_18.34.58,9.0026,
10.45.20.125:8443,transect,giops_day,vosaline,,2023.12.15_18.35.08,8.2527,
10.45.20.125:8443,transect,giops_day,sspeed,,2023.12.15_18.35.17,8.6071,
10.45.20.125:8443,transect,giops_day,magwatervel,,2023.12.15_18.35.27,9.0498,
10.45.20.125:8443,transect,riops_fc_3dps,votemper,,2023.12.15_18.35.37,9.8904,
10.45.20.125:8443,transect,riops_fc_3dps,vosaline,,2023.12.15_18.35.48,10.0367,
10.45.20.125:8443,transect,riops_fc_3dps,sspeed,,2023.12.15_18.35.59,11.7431,
10.45.20.125:8443,transect,riops_fc_3dps,magwatervel,,2023.12.15_18.36.12,11.6293,
10.45.20.125:8443,hovmoller,giops_day,votemper,,2023.12.15_18.36.24,6.6661,
10.45.20.125:8443,hovmoller,giops_day,vosaline,,2023.12.15_18.36.32,6.4751,
10.45.20.125:8443,hovmoller,giops_day,sspeed,,2023.12.15_18.36.40,7.0117,
10.45.20.125:8443,hovmoller,giops_day,magwatervel,,2023.12.15_18.36.48,7.4162,
10.45.20.125:8443,hovmoller,riops_fc_3dps,votemper,,2023.12.15_18.36.56,10.0900,
10.45.20.125:8443,hovmoller,riops_fc_3dps,vosaline,,2023.12.15_18.37.07,10.1760,
10.45.20.125:8443,hovmoller,riops_fc_3dps,sspeed,,2023.12.15_18.37.19,13.8113,
10.45.20.125:8443,hovmoller,riops_fc_3dps,magwatervel,,2023.12.15_18.37.34,15.6443,
10.45.20.125:8443,area,giops_day,votemper,,2023.12.15_18.37.50,4.7777,
10.45.20.125:8443,area,giops_day,vosaline,,2023.12.15_18.37.56,4.6853,
10.45.20.125:8443,area,giops_day,sspeed,,2023.12.15_18.38.02,4.5521,
10.45.20.125:8443,area,giops_day,magwatervel,,2023.12.15_18.38.07,4.4950,
10.45.20.125:8443,area,giops_day,psubsurfacechannel,,2023.12.15_18.38.15,nan,
10.45.20.125:8443,area,riops_fc_3dps,votemper,,2023.12.15_18.38.16,8.2423,
10.45.20.125:8443,area,riops_fc_3dps,vosaline,,2023.12.15_18.38.26,8.5716,
10.45.20.125:8443,area,riops_fc_3dps,sspeed,,2023.12.15_18.38.35,8.9149,
10.45.20.125:8443,area,riops_fc_3dps,magwatervel,,2023.12.15_18.38.45,7.7961,
10.45.20.125:8443,subset,giops_day,votemper,,2023.12.15_18.38.54,0.7761,
10.45.20.125:8443,subset,riops_fc_3dps,votemper,,2023.12.15_18.38.57,2.0896,
10.45.20.125:8443,observation,[10939390],,,2023.12.15_18.39.05,nan,
10.45.20.125:8443,observation,[8847572],,,2023.12.15_18.39.15,nan,
10.45.20.125:8443,observation,[8848734],,,2023.12.15_18.39.24,nan,
10.45.20.125:8443,observation,[8847355],,,2023.12.15_18.39.34,nan,
10.45.20.125:8443,observation,[10939940],,,2023.12.15_18.39.43,nan,
10.45.20.125:8443,class4,class4_20210101_GIOPS_CONCEPTS_3.0_profile_624,,,2023.12.15_18.39.46,1.5074,
10.45.20.125:8443,class4,class4_20210102_GIOPS_CONCEPTS_3.0_profile_247,,,2023.12.15_18.39.48,1.5274,
10.45.20.125:8443,class4,class4_20210103_GIOPS_CONCEPTS_3.0_profile_129,,,2023.12.15_18.39.49,1.5362,
10.45.20.125:8443,class4,class4_20210104_GIOPS_CONCEPTS_3.0_profile_211,,,2023.12.15_18.39.51,1.4405,
10.45.20.125:8443,class4,class4_20210107_GIOPS_CONCEPTS_3.0_profile_232,,,2023.12.15_18.39.52,1.4639,
