URL,Test,Dataset,Variable,Git Hash,Start Time,Response Time (s),Profile File Path
10.45.20.125:8443,profile,giops_day,votemper,,2023.12.15_16.02.45,1.6614,
10.45.20.125:8443,profile,giops_day,vosaline,,2023.12.15_16.02.47,1.6346,
10.45.20.125:8443,profile,giops_day,sspeed,,2023.12.15_16.02.50,1.8128,
10.45.20.125:8443,profile,giops_day,magwatervel,,2023.12.15_16.02.53,1.8901,
10.45.20.125:8443,profile,riops_fc_3dps,votemper,,2023.12.15_16.02.56,2.3993,
10.45.20.125:8443,profile,riops_fc_3dps,vosaline,,2023.12.15_16.02.59,2.6009,
10.45.20.125:8443,profile,riops_fc_3dps,sspeed,,2023.12.15_16.03.03,3.0902,
10.45.20.125:8443,profile,riops_fc_3dps,magwatervel,,2023.12.15_16.03.07,3.4621,
10.45.20.125:8443,virtual mooring,giops_day,votemper,,2023.12.15_16.03.12,1.7072,
10.45.20.125:8443,virtual mooring,giops_day,vosaline,,2023.12.15_16.03.15,1.7424,
10.45.20.125:8443,virtual mooring,giops_day,sspeed,,2023.12.15_16.03.17,2.2377,
10.45.20.125:8443,virtual mooring,giops_day,magwatervel,,2023.12.15_16.03.21,3.0959,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,votemper,,2023.12.15_16.03.25,4.4829,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,vosaline,,2023.12.15_16.03.30,4.3154,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,sspeed,,2023.12.15_16.03.36,7.5621,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,magwatervel,,2023.12.15_16.03.44,9.9900,
10.45.20.125:8443,transect,giops_day,votemper,,2023.12.15_16.03.55,9.0309,
10.45.20.125:8443,transect,giops_day,vosaline,,2023.12.15_16.04.06,8.6970,
10.45.20.125:8443,transect,giops_day,sspeed,,2023.12.15_16.04.15,8.5751,
10.45.20.125:8443,transect,giops_day,magwatervel,,2023.12.15_16.04.25,8.8310,
10.45.20.125:8443,transect,riops_fc_3dps,votemper,,2023.12.15_16.04.35,10.3076,
10.45.20.125:8443,transect,riops_fc_3dps,vosaline,,2023.12.15_16.04.46,10.2324,
10.45.20.125:8443,transect,riops_fc_3dps,sspeed,,2023.12.15_16.04.58,11.6052,
10.45.20.125:8443,transect,riops_fc_3dps,magwatervel,,2023.12.15_16.05.10,12.0894,
10.45.20.125:8443,hovmoller,giops_day,votemper,,2023.12.15_16.05.23,6.7176,
10.45.20.125:8443,hovmoller,giops_day,vosaline,,2023.12.15_16.05.31,6.6619,
10.45.20.125:8443,hovmoller,giops_day,sspeed,,2023.12.15_16.05.39,7.1590,
10.45.20.125:8443,hovmoller,giops_day,magwatervel,,2023.12.15_16.05.47,7.4190,
10.45.20.125:8443,hovmoller,riops_fc_3dps,votemper,,2023.12.15_16.05.56,10.3861,
10.45.20.125:8443,hovmoller,riops_fc_3dps,vosaline,,2023.12.15_16.06.07,10.3335,
10.45.20.125:8443,hovmoller,riops_fc_3dps,sspeed,,2023.12.15_16.06.18,15.6043,
10.45.20.125:8443,hovmoller,riops_fc_3dps,magwatervel,,2023.12.15_16.06.35,16.4387,
10.45.20.125:8443,area,giops_day,votemper,,2023.12.15_16.06.53,4.4724,
10.45.20.125:8443,area,giops_day,vosaline,,2023.12.15_16.06.58,4.5590,
10.45.20.125:8443,area,giops_day,sspeed,,2023.12.15_16.07.04,4.5605,
10.45.20.125:8443,area,giops_day,magwatervel,,2023.12.15_16.07.09,4.4057,
10.45.20.125:8443,area,giops_day,psubsurfacechannel,,2023.12.15_16.07.17,nan,
10.45.20.125:8443,area,riops_fc_3dps,votemper,,2023.12.15_16.07.18,8.2700,
10.45.20.125:8443,area,riops_fc_3dps,vosaline,,2023.12.15_16.07.28,8.1219,
10.45.20.125:8443,area,riops_fc_3dps,sspeed,,2023.12.15_16.07.37,8.6258,
10.45.20.125:8443,area,riops_fc_3dps,magwatervel,,2023.12.15_16.07.47,8.1787,
10.45.20.125:8443,subset,giops_day,votemper,,2023.12.15_16.07.56,0.7451,
10.45.20.125:8443,subset,riops_fc_3dps,votemper,,2023.12.15_16.07.59,1.9677,
10.45.20.125:8443,observation,[10939390],,,2023.12.15_16.08.07,nan,
10.45.20.125:8443,observation,[8847572],,,2023.12.15_16.08.16,nan,
10.45.20.125:8443,observation,[8848734],,,2023.12.15_16.08.26,nan,
10.45.20.125:8443,observation,[8847355],,,2023.12.15_16.08.35,nan,
10.45.20.125:8443,observation,[10939940],,,2023.12.15_16.08.45,nan,
10.45.20.125:8443,class4,class4_20210101_GIOPS_CONCEPTS_3.0_profile_624,,,2023.12.15_16.08.48,1.4744,
10.45.20.125:8443,class4,class4_20210102_GIOPS_CONCEPTS_3.0_profile_247,,,2023.12.15_16.08.49,1.5766,
10.45.20.125:8443,class4,class4_20210103_GIOPS_CONCEPTS_3.0_profile_129,,,2023.12.15_16.08.51,1.5500,
10.45.20.125:8443,class4,class4_20210104_GIOPS_CONCEPTS_3.0_profile_211,,,2023.12.15_16.08.52,1.4450,
10.45.20.125:8443,class4,class4_20210107_GIOPS_CONCEPTS_3.0_profile_232,,,2023.12.15_16.08.54,1.4879,
