URL,Test,Dataset,Variable,Git Hash,Start Time,Response Time (s),Profile File Path
10.45.20.125:8443,profile,giops_day,votemper,,2023.12.15_21.59.41,1.6091,
10.45.20.125:8443,profile,giops_day,vosaline,,2023.12.15_21.59.44,1.5151,
10.45.20.125:8443,profile,giops_day,sspeed,,2023.12.15_21.59.47,1.7066,
10.45.20.125:8443,profile,giops_day,magwatervel,,2023.12.15_21.59.49,1.9626,
10.45.20.125:8443,profile,riops_fc_3dps,votemper,,2023.12.15_21.59.53,2.4594,
10.45.20.125:8443,profile,riops_fc_3dps,vosaline,,2023.12.15_21.59.56,2.4791,
10.45.20.125:8443,profile,riops_fc_3dps,sspeed,,2023.12.15_22.00.00,3.5492,
10.45.20.125:8443,profile,riops_fc_3dps,magwatervel,,2023.12.15_22.00.04,3.2944,
10.45.20.125:8443,virtual mooring,giops_day,votemper,,2023.12.15_22.00.09,1.7066,
10.45.20.125:8443,virtual mooring,giops_day,vosaline,,2023.12.15_22.00.11,1.7285,
10.45.20.125:8443,virtual mooring,giops_day,sspeed,,2023.12.15_22.00.14,2.2248,
10.45.20.125:8443,virtual mooring,giops_day,magwatervel,,2023.12.15_22.00.17,3.3212,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,votemper,,2023.12.15_22.00.22,4.8157,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,vosaline,,2023.12.15_22.00.28,4.6796,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,sspeed,,2023.12.15_22.00.34,7.9533,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,magwatervel,,2023.12.15_22.00.43,10.4781,
10.45.20.125:8443,transect,giops_day,votemper,,2023.12.15_22.00.54,8.6586,
10.45.20.125:8443,transect,giops_day,vosaline,,2023.12.15_22.01.04,8.8187,
10.45.20.125:8443,transect,giops_day,sspeed,,2023.12.15_22.01.14,8.5293,
10.45.20.125:8443,transect,giops_day,magwatervel,,2023.12.15_22.01.23,8.6075,
10.45.20.125:8443,transect,riops_fc_3dps,votemper,,2023.12.15_22.01.33,10.6462,
10.45.20.125:8443,transect,riops_fc_3dps,vosaline,,2023.12.15_22.01.45,9.9893,
10.45.20.125:8443,transect,riops_fc_3dps,sspeed,,2023.12.15_22.01.56,11.5185,
10.45.20.125:8443,transect,riops_fc_3dps,magwatervel,,2023.12.15_22.02.08,11.4105,
10.45.20.125:8443,hovmoller,giops_day,votemper,,2023.12.15_22.02.21,6.4512,
10.45.20.125:8443,hovmoller,giops_day,vosaline,,2023.12.15_22.02.28,6.9921,
10.45.20.125:8443,hovmoller,giops_day,sspeed,,2023.12.15_22.02.36,7.3050,
10.45.20.125:8443,hovmoller,giops_day,magwatervel,,2023.12.15_22.02.45,7.6630,
10.45.20.125:8443,hovmoller,riops_fc_3dps,votemper,,2023.12.15_22.02.54,10.2914,
10.45.20.125:8443,hovmoller,riops_fc_3dps,vosaline,,2023.12.15_22.03.05,10.3039,
10.45.20.125:8443,hovmoller,riops_fc_3dps,sspeed,,2023.12.15_22.03.16,14.7674,
10.45.20.125:8443,hovmoller,riops_fc_3dps,magwatervel,,2023.12.15_22.03.32,15.8608,
10.45.20.125:8443,area,giops_day,votemper,,2023.12.15_22.03.49,4.6840,
10.45.20.125:8443,area,giops_day,vosaline,,2023.12.15_22.03.55,4.5861,
10.45.20.125:8443,area,giops_day,sspeed,,2023.12.15_22.04.00,4.8652,
10.45.20.125:8443,area,giops_day,magwatervel,,2023.12.15_22.04.06,4.3468,
10.45.20.125:8443,area,giops_day,psubsurfacechannel,,2023.12.15_22.04.13,nan,
10.45.20.125:8443,area,riops_fc_3dps,votemper,,2023.12.15_22.04.15,8.3562,
10.45.20.125:8443,area,riops_fc_3dps,vosaline,,2023.12.15_22.04.25,8.2298,
10.45.20.125:8443,area,riops_fc_3dps,sspeed,,2023.12.15_22.04.34,8.7131,
10.45.20.125:8443,area,riops_fc_3dps,magwatervel,,2023.12.15_22.04.44,8.0079,
10.45.20.125:8443,subset,giops_day,votemper,,2023.12.15_22.04.53,0.7479,
10.45.20.125:8443,subset,riops_fc_3dps,votemper,,2023.12.15_22.04.56,2.0871,
10.45.20.125:8443,observation,[10939390],,,2023.12.15_22.05.04,nan,
10.45.20.125:8443,observation,[8847572],,,2023.12.15_22.05.13,nan,
10.45.20.125:8443,observation,[8848734],,,2023.12.15_22.05.23,nan,
10.45.20.125:8443,observation,[8847355],,,2023.12.15_22.05.32,nan,
10.45.20.125:8443,observation,[10939940],,,2023.12.15_22.05.42,nan,
10.45.20.125:8443,class4,class4_20210101_GIOPS_CONCEPTS_3.0_profile_624,,,2023.12.15_22.05.45,1.4875,
10.45.20.125:8443,class4,class4_20210102_GIOPS_CONCEPTS_3.0_profile_247,,,2023.12.15_22.05.46,1.6065,
10.45.20.125:8443,class4,class4_20210103_GIOPS_CONCEPTS_3.0_profile_129,,,2023.12.15_22.05.48,2.0988,
10.45.20.125:8443,class4,class4_20210104_GIOPS_CONCEPTS_3.0_profile_211,,,2023.12.15_22.05.50,1.5170,
10.45.20.125:8443,class4,class4_20210107_GIOPS_CONCEPTS_3.0_profile_232,,,2023.12.15_22.05.52,1.5256,
