URL,Test,Dataset,Variable,Git Hash,Start Time,Response Time (s),Profile File Path
10.45.20.125:8443,profile,giops_day,votemper,,2023.12.15_22.37.15,2.1442,
10.45.20.125:8443,profile,giops_day,vosaline,,2023.12.15_22.37.18,1.6037,
10.45.20.125:8443,profile,giops_day,sspeed,,2023.12.15_22.37.21,1.7033,
10.45.20.125:8443,profile,giops_day,magwatervel,,2023.12.15_22.37.24,2.2037,
10.45.20.125:8443,profile,riops_fc_3dps,votemper,,2023.12.15_22.37.27,2.5144,
10.45.20.125:8443,profile,riops_fc_3dps,vosaline,,2023.12.15_22.37.31,2.5911,
10.45.20.125:8443,profile,riops_fc_3dps,sspeed,,2023.12.15_22.37.34,3.2048,
10.45.20.125:8443,profile,riops_fc_3dps,magwatervel,,2023.12.15_22.37.39,3.4762,
10.45.20.125:8443,virtual mooring,giops_day,votemper,,2023.12.15_22.37.43,1.6965,
10.45.20.125:8443,virtual mooring,giops_day,vosaline,,2023.12.15_22.37.46,1.7489,
10.45.20.125:8443,virtual mooring,giops_day,sspeed,,2023.12.15_22.37.49,2.2465,
10.45.20.125:8443,virtual mooring,giops_day,magwatervel,,2023.12.15_22.37.52,3.1439,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,votemper,,2023.12.15_22.37.56,4.4449,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,vosaline,,2023.12.15_22.38.02,4.3408,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,sspeed,,2023.12.15_22.38.07,8.8690,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,magwatervel,,2023.12.15_22.38.17,10.9200,
10.45.20.125:8443,transect,giops_day,votemper,,2023.12.15_22.38.29,8.8046,
10.45.20.125:8443,transect,giops_day,vosaline,,2023.12.15_22.38.39,8.6300,
10.45.20.125:8443,transect,giops_day,sspeed,,2023.12.15_22.38.49,9.0223,
10.45.20.125:8443,transect,giops_day,magwatervel,,2023.12.15_22.38.59,9.3289,
10.45.20.125:8443,transect,riops_fc_3dps,votemper,,2023.12.15_22.39.09,9.9772,
10.45.20.125:8443,transect,riops_fc_3dps,vosaline,,2023.12.15_22.39.20,10.3616,
10.45.20.125:8443,transect,riops_fc_3dps,sspeed,,2023.12.15_22.39.32,11.3095,
10.45.20.125:8443,transect,riops_fc_3dps,magwatervel,,2023.12.15_22.39.44,11.6085,
10.45.20.125:8443,hovmoller,giops_day,votemper,,2023.12.15_22.39.57,6.8120,
10.45.20.125:8443,hovmoller,giops_day,vosaline,,2023.12.15_22.40.05,6.5669,
10.45.20.125:8443,hovmoller,giops_day,sspeed,,2023.12.15_22.40.12,6.9729,
10.45.20.125:8443,hovmoller,giops_day,magwatervel,,2023.12.15_22.40.20,7.9812,
10.45.20.125:8443,hovmoller,riops_fc_3dps,votemper,,2023.12.15_22.40.29,10.4582,
10.45.20.125:8443,hovmoller,riops_fc_3dps,vosaline,,2023.12.15_22.40.41,9.8937,
10.45.20.125:8443,hovmoller,riops_fc_3dps,sspeed,,2023.12.15_22.40.52,13.8120,
10.45.20.125:8443,hovmoller,riops_fc_3dps,magwatervel,,2023.12.15_22.41.07,16.3972,
10.45.20.125:8443,area,giops_day,votemper,,2023.12.15_22.41.24,4.5636,
10.45.20.125:8443,area,giops_day,vosaline,,2023.12.15_22.41.30,4.3996,
10.45.20.125:8443,area,giops_day,sspeed,,2023.12.15_22.41.35,4.9177,
10.45.20.125:8443,area,giops_day,magwatervel,,2023.12.15_22.41.41,4.5899,
10.45.20.125:8443,area,giops_day,psubsurfacechannel,,2023.12.15_22.41.48,nan,
10.45.20.125:8443,area,riops_fc_3dps,votemper,,2023.12.15_22.41.50,8.4021,
10.45.20.125:8443,area,riops_fc_3dps,vosaline,,2023.12.15_22.42.00,8.2353,
10.45.20.125:8443,area,riops_fc_3dps,sspeed,,2023.12.15_22.42.09,8.6689,
10.45.20.125:8443,area,riops_fc_3dps,magwatervel,,2023.12.15_22.42.19,8.1113,
10.45.20.125:8443,subset,giops_day,votemper,,2023.12.15_22.42.28,0.7558,
10.45.20.125:8443,subset,riops_fc_3dps,votemper,,2023.12.15_22.42.31,2.0141,
10.45.20.125:8443,observation,[10939390],,,2023.12.15_22.42.39,nan,
10.45.20.125:8443,observation,[8847572],,,2023.12.15_22.42.49,nan,
10.45.20.125:8443,observation,[8848734],,,2023.12.15_22.42.58,nan,
10.45.20.125:8443,observation,[8847355],,,2023.12.15_22.43.07,nan,
10.45.20.125:8443,observation,[10939940],,,2023.12.15_22.43.17,nan,
10.45.20.125:8443,class4,class4_20210101_GIOPS_CONCEPTS_3.0_profile_624,,,2023.12.15_22.43.20,1.5016,
10.45.20.125:8443,class4,class4_20210102_GIOPS_CONCEPTS_3.0_profile_247,,,2023.12.15_22.43.21,1.6021,
10.45.20.125:8443,class4,class4_20210103_GIOPS_CONCEPTS_3.0_profile_129,,,2023.12.15_22.43.23,1.5425,
10.45.20.125:8443,class4,class4_20210104_GIOPS_CONCEPTS_3.0_profile_211,,,2023.12.15_22.43.25,1.4701,
10.45.20.125:8443,class4,class4_20210107_GIOPS_CONCEPTS_3.0_profile_232,,,2023.12.15_22.43.26,1.4422,
