URL,Test,Dataset,Variable,Git Hash,Start Time,Response Time (s),Profile File Path
10.45.20.125:8443,profile,giops_day,votemper,,2023.12.15_15.44.04,1.5837,
10.45.20.125:8443,profile,giops_day,vosaline,,2023.12.15_15.44.07,1.5046,
10.45.20.125:8443,profile,giops_day,sspeed,,2023.12.15_15.44.09,1.6971,
10.45.20.125:8443,profile,giops_day,magwatervel,,2023.12.15_15.44.12,1.9276,
10.45.20.125:8443,profile,riops_fc_3dps,votemper,,2023.12.15_15.44.15,2.5420,
10.45.20.125:8443,profile,riops_fc_3dps,vosaline,,2023.12.15_15.44.19,2.3890,
10.45.20.125:8443,profile,riops_fc_3dps,sspeed,,2023.12.15_15.44.22,3.1613,
10.45.20.125:8443,profile,riops_fc_3dps,magwatervel,,2023.12.15_15.44.26,3.7848,
10.45.20.125:8443,virtual mooring,giops_day,votemper,,2023.12.15_15.44.31,1.6376,
10.45.20.125:8443,virtual mooring,giops_day,vosaline,,2023.12.15_15.44.34,1.6545,
10.45.20.125:8443,virtual mooring,giops_day,sspeed,,2023.12.15_15.44.37,2.1907,
10.45.20.125:8443,virtual mooring,giops_day,magwatervel,,2023.12.15_15.44.40,3.1028,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,votemper,,2023.12.15_15.44.44,4.2563,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,vosaline,,2023.12.15_15.44.49,4.2482,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,sspeed,,2023.12.15_15.44.55,7.4134,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,magwatervel,,2023.12.15_15.45.03,10.4256,
10.45.20.125:8443,transect,giops_day,votemper,,2023.12.15_15.45.15,8.7278,
10.45.20.125:8443,transect,giops_day,vosaline,,2023.12.15_15.45.25,8.4504,
10.45.20.125:8443,transect,giops_day,sspeed,,2023.12.15_15.45.34,8.3843,
10.45.20.125:8443,transect,giops_day,magwatervel,,2023.12.15_15.45.44,8.6575,
10.45.20.125:8443,transect,riops_fc_3dps,votemper,,2023.12.15_15.45.53,10.0757,
10.45.20.125:8443,transect,riops_fc_3dps,vosaline,,2023.12.15_15.46.04,9.9920,
10.45.20.125:8443,transect,riops_fc_3dps,sspeed,,2023.12.15_15.46.15,11.2659,
10.45.20.125:8443,transect,riops_fc_3dps,magwatervel,,2023.12.15_15.46.28,11.0203,
10.45.20.125:8443,hovmoller,giops_day,votemper,,2023.12.15_15.46.40,6.9022,
10.45.20.125:8443,hovmoller,giops_day,vosaline,,2023.12.15_15.46.48,6.8190,
10.45.20.125:8443,hovmoller,giops_day,sspeed,,2023.12.15_15.46.56,7.7557,
10.45.20.125:8443,hovmoller,giops_day,magwatervel,,2023.12.15_15.47.05,7.8470,
10.45.20.125:8443,hovmoller,riops_fc_3dps,votemper,,2023.12.15_15.47.13,10.2337,
10.45.20.125:8443,hovmoller,riops_fc_3dps,vosaline,,2023.12.15_15.47.25,9.8909,
10.45.20.125:8443,hovmoller,riops_fc_3dps,sspeed,,2023.12.15_15.47.36,13.4992,
10.45.20.125:8443,hovmoller,riops_fc_3dps,magwatervel,,2023.12.15_15.47.50,15.6595,
10.45.20.125:8443,area,giops_day,votemper,,2023.12.15_15.48.07,4.5553,
10.45.20.125:8443,area,giops_day,vosaline,,2023.12.15_15.48.13,4.5454,
10.45.20.125:8443,area,giops_day,sspeed,,2023.12.15_15.48.18,4.5516,
10.45.20.125:8443,area,giops_day,magwatervel,,2023.12.15_15.48.24,4.8969,
10.45.20.125:8443,area,giops_day,psubsurfacechannel,,2023.12.15_15.48.31,nan,
10.45.20.125:8443,area,riops_fc_3dps,votemper,,2023.12.15_15.48.33,8.3711,
10.45.20.125:8443,area,riops_fc_3dps,vosaline,,2023.12.15_15.48.43,8.2435,
10.45.20.125:8443,area,riops_fc_3dps,sspeed,,2023.12.15_15.48.52,8.9972,
10.45.20.125:8443,area,riops_fc_3dps,magwatervel,,2023.12.15_15.49.02,7.9339,
10.45.20.125:8443,subset,giops_day,votemper,,2023.12.15_15.49.11,0.6925,
10.45.20.125:8443,subset,riops_fc_3dps,votemper,,2023.12.15_15.49.14,1.9585,
10.45.20.125:8443,observation,[10939390],,,2023.12.15_15.49.22,nan,
10.45.20.125:8443,observation,[8847572],,,2023.12.15_15.49.32,nan,
10.45.20.125:8443,observation,[8848734],,,2023.12.15_15.49.41,nan,
10.45.20.125:8443,observation,[8847355],,,2023.12.15_15.49.50,nan,
10.45.20.125:8443,observation,[10939940],,,2023.12.15_15.50.00,nan,
10.45.20.125:8443,class4,class4_20210101_GIOPS_CONCEPTS_3.0_profile_624,,,2023.12.15_15.50.03,1.4889,
10.45.20.125:8443,class4,class4_20210102_GIOPS_CONCEPTS_3.0_profile_247,,,2023.12.15_15.50.04,1.6598,
10.45.20.125:8443,class4,class4_20210103_GIOPS_CONCEPTS_3.0_profile_129,,,2023.12.15_15.50.06,1.5386,
10.45.20.125:8443,class4,class4_20210104_GIOPS_CONCEPTS_3.0_profile_211,,,2023.12.15_15.50.08,1.4853,
10.45.20.125:8443,class4,class4_20210107_GIOPS_CONCEPTS_3.0_profile_232,,,2023.12.15_15.50.09,1.4669,
