URL,Test,Dataset,Variable,Git Hash,Start Time,Response Time (s),Profile File Path
10.45.20.125:8443,profile,giops_day,votemper,,2023.12.15_21.34.37,1.6914,
10.45.20.125:8443,profile,giops_day,vosaline,,2023.12.15_21.34.40,1.4826,
10.45.20.125:8443,profile,giops_day,sspeed,,2023.12.15_21.34.43,1.7984,
10.45.20.125:8443,profile,giops_day,magwatervel,,2023.12.15_21.34.45,1.9417,
10.45.20.125:8443,profile,riops_fc_3dps,votemper,,2023.12.15_21.34.48,2.4430,
10.45.20.125:8443,profile,riops_fc_3dps,vosaline,,2023.12.15_21.34.52,2.4367,
10.45.20.125:8443,profile,riops_fc_3dps,sspeed,,2023.12.15_21.34.55,3.2488,
10.45.20.125:8443,profile,riops_fc_3dps,magwatervel,,2023.12.15_21.35.00,3.5233,
10.45.20.125:8443,virtual mooring,giops_day,votemper,,2023.12.15_21.35.04,1.8219,
10.45.20.125:8443,virtual mooring,giops_day,vosaline,,2023.12.15_21.35.07,1.7923,
10.45.20.125:8443,virtual mooring,giops_day,sspeed,,2023.12.15_21.35.10,2.2991,
10.45.20.125:8443,virtual mooring,giops_day,magwatervel,,2023.12.15_21.35.13,3.2172,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,votemper,,2023.12.15_21.35.18,5.4245,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,vosaline,,2023.12.15_21.35.24,4.8123,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,sspeed,,2023.12.15_21.35.30,8.3463,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,magwatervel,,2023.12.15_21.35.40,10.5720,
10.45.20.125:8443,transect,giops_day,votemper,,2023.12.15_21.35.51,8.9852,
10.45.20.125:8443,transect,giops_day,vosaline,,2023.12.15_21.36.01,8.4748,
10.45.20.125:8443,transect,giops_day,sspeed,,2023.12.15_21.36.11,9.1216,
10.45.20.125:8443,transect,giops_day,magwatervel,,2023.12.15_21.36.21,9.0968,
10.45.20.125:8443,transect,riops_fc_3dps,votemper,,2023.12.15_21.36.31,10.2252,
10.45.20.125:8443,transect,riops_fc_3dps,vosaline,,2023.12.15_21.36.42,10.1096,
10.45.20.125:8443,transect,riops_fc_3dps,sspeed,,2023.12.15_21.36.54,11.3994,
10.45.20.125:8443,transect,riops_fc_3dps,magwatervel,,2023.12.15_21.37.06,12.0983,
10.45.20.125:8443,hovmoller,giops_day,votemper,,2023.12.15_21.37.19,6.5101,
10.45.20.125:8443,hovmoller,giops_day,vosaline,,2023.12.15_21.37.27,6.7000,
10.45.20.125:8443,hovmoller,giops_day,sspeed,,2023.12.15_21.37.35,7.1241,
10.45.20.125:8443,hovmoller,giops_day,magwatervel,,2023.12.15_21.37.43,7.5257,
10.45.20.125:8443,hovmoller,riops_fc_3dps,votemper,,2023.12.15_21.37.51,10.0184,
10.45.20.125:8443,hovmoller,riops_fc_3dps,vosaline,,2023.12.15_21.38.03,9.9044,
10.45.20.125:8443,hovmoller,riops_fc_3dps,sspeed,,2023.12.15_21.38.13,13.6901,
10.45.20.125:8443,hovmoller,riops_fc_3dps,magwatervel,,2023.12.15_21.38.28,15.3231,
10.45.20.125:8443,area,giops_day,votemper,,2023.12.15_21.38.45,4.5902,
10.45.20.125:8443,area,giops_day,vosaline,,2023.12.15_21.38.50,4.7337,
10.45.20.125:8443,area,giops_day,sspeed,,2023.12.15_21.38.56,4.6349,
10.45.20.125:8443,area,giops_day,magwatervel,,2023.12.15_21.39.02,4.4406,
10.45.20.125:8443,area,giops_day,psubsurfacechannel,,2023.12.15_21.39.09,nan,
10.45.20.125:8443,area,riops_fc_3dps,votemper,,2023.12.15_21.39.11,8.6263,
10.45.20.125:8443,area,riops_fc_3dps,vosaline,,2023.12.15_21.39.21,8.4152,
10.45.20.125:8443,area,riops_fc_3dps,sspeed,,2023.12.15_21.39.30,8.9969,
10.45.20.125:8443,area,riops_fc_3dps,magwatervel,,2023.12.15_21.39.41,7.8385,
10.45.20.125:8443,subset,giops_day,votemper,,2023.12.15_21.39.49,0.6909,
10.45.20.125:8443,subset,riops_fc_3dps,votemper,,2023.12.15_21.39.52,1.8291,
10.45.20.125:8443,observation,[10939390],,,2023.12.15_21.40.00,nan,
10.45.20.125:8443,observation,[8847572],,,2023.12.15_21.40.10,nan,
10.45.20.125:8443,observation,[8848734],,,2023.12.15_21.40.19,nan,
10.45.20.125:8443,observation,[8847355],,,2023.12.15_21.40.29,nan,
10.45.20.125:8443,observation,[10939940],,,2023.12.15_21.40.38,nan,
10.45.20.125:8443,class4,class4_20210101_GIOPS_CONCEPTS_3.0_profile_624,,,2023.12.15_21.40.41,1.5099,
10.45.20.125:8443,class4,class4_20210102_GIOPS_CONCEPTS_3.0_profile_247,,,2023.12.15_21.40.43,1.5777,
10.45.20.125:8443,class4,class4_20210103_GIOPS_CONCEPTS_3.0_profile_129,,,2023.12.15_21.40.44,1.5218,
10.45.20.125:8443,class4,class4_20210104_GIOPS_CONCEPTS_3.0_profile_211,,,2023.12.15_21.40.46,1.3942,
10.45.20.125:8443,class4,class4_20210107_GIOPS_CONCEPTS_3.0_profile_232,,,2023.12.15_21.40.47,1.4708,
