URL,Test,Dataset,Variable,Git Hash,Start Time,Response Time (s),Profile File Path
10.45.20.125:8443,profile,giops_day,votemper,,2023.12.15_16.21.25,1.6333,
10.45.20.125:8443,profile,giops_day,vosaline,,2023.12.15_16.21.28,1.5836,
10.45.20.125:8443,profile,giops_day,sspeed,,2023.12.15_16.21.30,1.8106,
10.45.20.125:8443,profile,giops_day,magwatervel,,2023.12.15_16.21.33,1.9258,
10.45.20.125:8443,profile,riops_fc_3dps,votemper,,2023.12.15_16.21.36,2.3868,
10.45.20.125:8443,profile,riops_fc_3dps,vosaline,,2023.12.15_16.21.40,2.4194,
10.45.20.125:8443,profile,riops_fc_3dps,sspeed,,2023.12.15_16.21.43,3.1741,
10.45.20.125:8443,profile,riops_fc_3dps,magwatervel,,2023.12.15_16.21.47,3.5438,
10.45.20.125:8443,virtual mooring,giops_day,votemper,,2023.12.15_16.21.52,1.7461,
10.45.20.125:8443,virtual mooring,giops_day,vosaline,,2023.12.15_16.21.55,1.7097,
10.45.20.125:8443,virtual mooring,giops_day,sspeed,,2023.12.15_16.21.58,2.2105,
10.45.20.125:8443,virtual mooring,giops_day,magwatervel,,2023.12.15_16.22.01,3.5538,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,votemper,,2023.12.15_16.22.05,4.6511,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,vosaline,,2023.12.15_16.22.11,4.7572,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,sspeed,,2023.12.15_16.22.17,8.5958,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,magwatervel,,2023.12.15_16.22.27,10.4807,
10.45.20.125:8443,transect,giops_day,votemper,,2023.12.15_16.22.38,9.0550,
10.45.20.125:8443,transect,giops_day,vosaline,,2023.12.15_16.22.48,8.6117,
10.45.20.125:8443,transect,giops_day,sspeed,,2023.12.15_16.22.58,8.7823,
10.45.20.125:8443,transect,giops_day,magwatervel,,2023.12.15_16.23.08,8.8781,
10.45.20.125:8443,transect,riops_fc_3dps,votemper,,2023.12.15_16.23.18,10.3896,
10.45.20.125:8443,transect,riops_fc_3dps,vosaline,,2023.12.15_16.23.29,10.2932,
10.45.20.125:8443,transect,riops_fc_3dps,sspeed,,2023.12.15_16.23.41,11.7028,
10.45.20.125:8443,transect,riops_fc_3dps,magwatervel,,2023.12.15_16.23.53,12.1902,
10.45.20.125:8443,hovmoller,giops_day,votemper,,2023.12.15_16.24.07,6.8162,
10.45.20.125:8443,hovmoller,giops_day,vosaline,,2023.12.15_16.24.15,6.6640,
10.45.20.125:8443,hovmoller,giops_day,sspeed,,2023.12.15_16.24.22,7.8024,
10.45.20.125:8443,hovmoller,giops_day,magwatervel,,2023.12.15_16.24.31,7.6288,
10.45.20.125:8443,hovmoller,riops_fc_3dps,votemper,,2023.12.15_16.24.40,10.5239,
10.45.20.125:8443,hovmoller,riops_fc_3dps,vosaline,,2023.12.15_16.24.51,10.0547,
10.45.20.125:8443,hovmoller,riops_fc_3dps,sspeed,,2023.12.15_16.25.03,14.2352,
10.45.20.125:8443,hovmoller,riops_fc_3dps,magwatervel,,2023.12.15_16.25.18,16.7788,
10.45.20.125:8443,area,giops_day,votemper,,2023.12.15_16.25.36,4.7426,
10.45.20.125:8443,area,giops_day,vosaline,,2023.12.15_16.25.42,4.6364,
10.45.20.125:8443,area,giops_day,sspeed,,2023.12.15_16.25.47,4.7117,
10.45.20.125:8443,area,giops_day,magwatervel,,2023.12.15_16.25.53,4.6172,
10.45.20.125:8443,area,giops_day,psubsurfacechannel,,2023.12.15_16.26.00,nan,
10.45.20.125:8443,area,riops_fc_3dps,votemper,,2023.12.15_16.26.02,8.7186,
10.45.20.125:8443,area,riops_fc_3dps,vosaline,,2023.12.15_16.26.12,8.3237,
10.45.20.125:8443,area,riops_fc_3dps,sspeed,,2023.12.15_16.26.21,8.7266,
10.45.20.125:8443,area,riops_fc_3dps,magwatervel,,2023.12.15_16.26.31,7.9937,
10.45.20.125:8443,subset,giops_day,votemper,,2023.12.15_16.26.40,0.7976,
10.45.20.125:8443,subset,riops_fc_3dps,votemper,,2023.12.15_16.26.43,1.9437,
10.45.20.125:8443,observation,[10939390],,,2023.12.15_16.26.51,nan,
10.45.20.125:8443,observation,[8847572],,,2023.12.15_16.27.01,nan,
10.45.20.125:8443,observation,[8848734],,,2023.12.15_16.27.10,nan,
10.45.20.125:8443,observation,[8847355],,,2023.12.15_16.27.20,nan,
10.45.20.125:8443,observation,[10939940],,,2023.12.15_16.27.29,nan,
10.45.20.125:8443,class4,class4_20210101_GIOPS_CONCEPTS_3.0_profile_624,,,2023.12.15_16.27.32,1.4801,
10.45.20.125:8443,class4,class4_20210102_GIOPS_CONCEPTS_3.0_profile_247,,,2023.12.15_16.27.34,1.5816,
10.45.20.125:8443,class4,class4_20210103_GIOPS_CONCEPTS_3.0_profile_129,,,2023.12.15_16.27.35,1.5862,
10.45.20.125:8443,class4,class4_20210104_GIOPS_CONCEPTS_3.0_profile_211,,,2023.12.15_16.27.37,1.4426,
10.45.20.125:8443,class4,class4_20210107_GIOPS_CONCEPTS_3.0_profile_232,,,2023.12.15_16.27.38,1.4448,
