URL,Test,Dataset,Variable,Git Hash,Start Time,Response Time (s),Profile File Path
10.45.20.125:8443,profile,giops_day,votemper,,2023.12.15_13.52.07,1.7327,
10.45.20.125:8443,profile,giops_day,vosaline,,2023.12.15_13.52.09,1.5530,
10.45.20.125:8443,profile,giops_day,sspeed,,2023.12.15_13.52.12,2.1991,
10.45.20.125:8443,profile,giops_day,magwatervel,,2023.12.15_13.52.15,1.8515,
10.45.20.125:8443,profile,riops_fc_3dps,votemper,,2023.12.15_13.52.18,2.3971,
10.45.20.125:8443,profile,riops_fc_3dps,vosaline,,2023.12.15_13.52.22,2.2920,
10.45.20.125:8443,profile,riops_fc_3dps,sspeed,,2023.12.15_13.52.25,3.1098,
10.45.20.125:8443,profile,riops_fc_3dps,magwatervel,,2023.12.15_13.52.29,3.3312,
10.45.20.125:8443,virtual mooring,giops_day,votemper,,2023.12.15_13.52.34,1.6433,
10.45.20.125:8443,virtual mooring,giops_day,vosaline,,2023.12.15_13.52.36,1.6466,
10.45.20.125:8443,virtual mooring,giops_day,sspeed,,2023.12.15_13.52.39,2.0848,
10.45.20.125:8443,virtual mooring,giops_day,magwatervel,,2023.12.15_13.52.42,2.9704,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,votemper,,2023.12.15_13.52.46,4.2775,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,vosaline,,2023.12.15_13.52.52,4.3494,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,sspeed,,2023.12.15_13.52.57,7.4641,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,magwatervel,,2023.12.15_13.53.05,9.7207,
10.45.20.125:8443,transect,giops_day,votemper,,2023.12.15_13.53.16,8.6635,
10.45.20.125:8443,transect,giops_day,vosaline,,2023.12.15_13.53.26,8.1424,
10.45.20.125:8443,transect,giops_day,sspeed,,2023.12.15_13.53.35,8.4207,
10.45.20.125:8443,transect,giops_day,magwatervel,,2023.12.15_13.53.45,8.8422,
10.45.20.125:8443,transect,riops_fc_3dps,votemper,,2023.12.15_13.53.55,9.7727,
10.45.20.125:8443,transect,riops_fc_3dps,vosaline,,2023.12.15_13.54.05,10.0750,
10.45.20.125:8443,transect,riops_fc_3dps,sspeed,,2023.12.15_13.54.17,11.3161,
10.45.20.125:8443,transect,riops_fc_3dps,magwatervel,,2023.12.15_13.54.29,11.3748,
10.45.20.125:8443,hovmoller,giops_day,votemper,,2023.12.15_13.54.41,6.4734,
10.45.20.125:8443,hovmoller,giops_day,vosaline,,2023.12.15_13.54.49,6.8612,
10.45.20.125:8443,hovmoller,giops_day,sspeed,,2023.12.15_13.54.57,7.0242,
10.45.20.125:8443,hovmoller,giops_day,magwatervel,,2023.12.15_13.55.05,7.5442,
10.45.20.125:8443,hovmoller,riops_fc_3dps,votemper,,2023.12.15_13.55.14,9.9885,
10.45.20.125:8443,hovmoller,riops_fc_3dps,vosaline,,2023.12.15_13.55.25,10.9179,
10.45.20.125:8443,hovmoller,riops_fc_3dps,sspeed,,2023.12.15_13.55.37,14.0954,
10.45.20.125:8443,hovmoller,riops_fc_3dps,magwatervel,,2023.12.15_13.55.52,16.6547,
10.45.20.125:8443,area,giops_day,votemper,,2023.12.15_13.56.10,4.6330,
10.45.20.125:8443,area,giops_day,vosaline,,2023.12.15_13.56.15,4.4515,
10.45.20.125:8443,area,giops_day,sspeed,,2023.12.15_13.56.21,4.4329,
10.45.20.125:8443,area,giops_day,magwatervel,,2023.12.15_13.56.26,4.6411,
10.45.20.125:8443,area,giops_day,psubsurfacechannel,,2023.12.15_13.56.34,nan,
10.45.20.125:8443,area,riops_fc_3dps,votemper,,2023.12.15_13.56.35,8.6400,
10.45.20.125:8443,area,riops_fc_3dps,vosaline,,2023.12.15_13.56.45,8.3803,
10.45.20.125:8443,area,riops_fc_3dps,sspeed,,2023.12.15_13.56.55,8.6735,
10.45.20.125:8443,area,riops_fc_3dps,magwatervel,,2023.12.15_13.57.04,7.7950,
10.45.20.125:8443,subset,giops_day,votemper,,2023.12.15_13.57.13,0.7358,
10.45.20.125:8443,subset,riops_fc_3dps,votemper,,2023.12.15_13.57.16,1.9681,
10.45.20.125:8443,observation,[10939390],,,2023.12.15_13.57.24,nan,
10.45.20.125:8443,observation,[8847572],,,2023.12.15_13.57.34,nan,
10.45.20.125:8443,observation,[8848734],,,2023.12.15_13.57.43,nan,
10.45.20.125:8443,observation,[8847355],,,2023.12.15_13.57.52,nan,
10.45.20.125:8443,observation,[10939940],,,2023.12.15_13.58.02,nan,
10.45.20.125:8443,class4,class4_20210101_GIOPS_CONCEPTS_3.0_profile_624,,,2023.12.15_13.58.05,1.4877,
10.45.20.125:8443,class4,class4_20210102_GIOPS_CONCEPTS_3.0_profile_247,,,2023.12.15_13.58.07,1.5461,
10.45.20.125:8443,class4,class4_20210103_GIOPS_CONCEPTS_3.0_profile_129,,,2023.12.15_13.58.08,1.5259,
10.45.20.125:8443,class4,class4_20210104_GIOPS_CONCEPTS_3.0_profile_211,,,2023.12.15_13.58.10,1.4399,
10.45.20.125:8443,class4,class4_20210107_GIOPS_CONCEPTS_3.0_profile_232,,,2023.12.15_13.58.11,1.4585,
