URL,Test,Dataset,Variable,Git Hash,Start Time,Response Time (s),Profile File Path
10.45.20.125:8443,profile,giops_day,votemper,,2023.12.12_22.28.54,1.5777,
10.45.20.125:8443,profile,giops_day,vosaline,,2023.12.12_22.28.57,1.6112,
10.45.20.125:8443,profile,giops_day,sspeed,,2023.12.12_22.28.59,1.8046,
10.45.20.125:8443,profile,giops_day,magwatervel,,2023.12.12_22.29.02,2.0092,
10.45.20.125:8443,profile,riops_fc_3dps,votemper,,2023.12.12_22.29.05,2.4788,
10.45.20.125:8443,profile,riops_fc_3dps,vosaline,,2023.12.12_22.29.09,2.5618,
10.45.20.125:8443,profile,riops_fc_3dps,sspeed,,2023.12.12_22.29.12,3.2872,
10.45.20.125:8443,profile,riops_fc_3dps,magwatervel,,2023.12.12_22.29.17,3.3349,
10.45.20.125:8443,virtual mooring,giops_day,votemper,,2023.12.12_22.29.21,1.6838,
10.45.20.125:8443,virtual mooring,giops_day,vosaline,,2023.12.12_22.29.24,1.5933,
10.45.20.125:8443,virtual mooring,giops_day,sspeed,,2023.12.12_22.29.27,2.2514,
10.45.20.125:8443,virtual mooring,giops_day,magwatervel,,2023.12.12_22.29.30,3.0512,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,votemper,,2023.12.12_22.29.34,4.6380,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,vosaline,,2023.12.12_22.29.40,4.1484,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,sspeed,,2023.12.12_22.29.45,7.5699,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,magwatervel,,2023.12.12_22.29.54,9.8680,
10.45.20.125:8443,transect,giops_day,votemper,,2023.12.12_22.30.04,8.6599,
10.45.20.125:8443,transect,giops_day,vosaline,,2023.12.12_22.30.14,8.6711,
10.45.20.125:8443,transect,giops_day,sspeed,,2023.12.12_22.30.24,8.5340,
10.45.20.125:8443,transect,giops_day,magwatervel,,2023.12.12_22.30.34,8.8651,
10.45.20.125:8443,transect,riops_fc_3dps,votemper,,2023.12.12_22.30.43,9.9556,
10.45.20.125:8443,transect,riops_fc_3dps,vosaline,,2023.12.12_22.30.54,9.9990,
10.45.20.125:8443,transect,riops_fc_3dps,sspeed,,2023.12.12_22.31.06,11.6844,
10.45.20.125:8443,transect,riops_fc_3dps,magwatervel,,2023.12.12_22.31.18,11.3429,
10.45.20.125:8443,hovmoller,giops_day,votemper,,2023.12.12_22.31.31,6.1199,
10.45.20.125:8443,hovmoller,giops_day,vosaline,,2023.12.12_22.31.38,6.4538,
10.45.20.125:8443,hovmoller,giops_day,sspeed,,2023.12.12_22.31.45,7.6107,
10.45.20.125:8443,hovmoller,giops_day,magwatervel,,2023.12.12_22.31.54,7.4967,
10.45.20.125:8443,hovmoller,riops_fc_3dps,votemper,,2023.12.12_22.32.03,10.6400,
10.45.20.125:8443,hovmoller,riops_fc_3dps,vosaline,,2023.12.12_22.32.14,9.7294,
10.45.20.125:8443,hovmoller,riops_fc_3dps,sspeed,,2023.12.12_22.32.25,13.7216,
10.45.20.125:8443,hovmoller,riops_fc_3dps,magwatervel,,2023.12.12_22.32.40,15.9965,
10.45.20.125:8443,area,giops_day,votemper,,2023.12.12_22.32.57,4.1337,
10.45.20.125:8443,area,giops_day,vosaline,,2023.12.12_22.33.02,4.0154,
10.45.20.125:8443,area,giops_day,sspeed,,2023.12.12_22.33.07,4.3044,
10.45.20.125:8443,area,giops_day,magwatervel,,2023.12.12_22.33.13,4.1374,
10.45.20.125:8443,area,giops_day,psubsurfacechannel,,2023.12.12_22.33.18,4.2831,
10.45.20.125:8443,area,riops_fc_3dps,votemper,,2023.12.12_22.33.23,8.5131,
10.45.20.125:8443,area,riops_fc_3dps,vosaline,,2023.12.12_22.33.33,8.1893,
10.45.20.125:8443,area,riops_fc_3dps,sspeed,,2023.12.12_22.33.42,8.8561,
10.45.20.125:8443,area,riops_fc_3dps,magwatervel,,2023.12.12_22.33.52,7.6523,
10.45.20.125:8443,subset,giops_day,votemper,,2023.12.12_22.34.01,0.6820,
10.45.20.125:8443,subset,riops_fc_3dps,votemper,,2023.12.12_22.34.03,1.9329,
10.45.20.125:8443,observation,[10939390],,,2023.12.12_22.34.12,nan,
10.45.20.125:8443,observation,[8847572],,,2023.12.12_22.34.21,nan,
10.45.20.125:8443,observation,[8848734],,,2023.12.12_22.34.30,nan,
10.45.20.125:8443,observation,[8847355],,,2023.12.12_22.34.40,nan,
10.45.20.125:8443,observation,[10939940],,,2023.12.12_22.34.49,nan,
10.45.20.125:8443,class4,class4_20210101_GIOPS_CONCEPTS_3.0_profile_624,,,2023.12.12_22.34.52,1.4857,
10.45.20.125:8443,class4,class4_20210102_GIOPS_CONCEPTS_3.0_profile_247,,,2023.12.12_22.34.54,1.5539,
10.45.20.125:8443,class4,class4_20210103_GIOPS_CONCEPTS_3.0_profile_129,,,2023.12.12_22.34.55,1.5864,
10.45.20.125:8443,class4,class4_20210104_GIOPS_CONCEPTS_3.0_profile_211,,,2023.12.12_22.34.57,1.4670,
10.45.20.125:8443,class4,class4_20210107_GIOPS_CONCEPTS_3.0_profile_232,,,2023.12.12_22.34.59,1.4674,
