URL,Test,Dataset,Variable,Git Hash,Start Time,Response Time (s),Profile File Path
10.45.20.125:8443,profile,giops_day,votemper,,2023.12.13_02.51.06,1.6852,
10.45.20.125:8443,profile,giops_day,vosaline,,2023.12.13_02.51.09,1.9761,
10.45.20.125:8443,profile,giops_day,sspeed,,2023.12.13_02.51.12,1.8399,
10.45.20.125:8443,profile,giops_day,magwatervel,,2023.12.13_02.51.15,1.9774,
10.45.20.125:8443,profile,riops_fc_3dps,votemper,,2023.12.13_02.51.18,2.6889,
10.45.20.125:8443,profile,riops_fc_3dps,vosaline,,2023.12.13_02.51.22,2.4981,
10.45.20.125:8443,profile,riops_fc_3dps,sspeed,,2023.12.13_02.51.25,3.2320,
10.45.20.125:8443,profile,riops_fc_3dps,magwatervel,,2023.12.13_02.51.30,3.5165,
10.45.20.125:8443,virtual mooring,giops_day,votemper,,2023.12.13_02.51.34,1.5629,
10.45.20.125:8443,virtual mooring,giops_day,vosaline,,2023.12.13_02.51.37,1.5713,
10.45.20.125:8443,virtual mooring,giops_day,sspeed,,2023.12.13_02.51.39,2.1276,
10.45.20.125:8443,virtual mooring,giops_day,magwatervel,,2023.12.13_02.51.43,3.0759,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,votemper,,2023.12.13_02.51.47,4.5434,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,vosaline,,2023.12.13_02.51.52,4.4122,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,sspeed,,2023.12.13_02.51.58,8.0496,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,magwatervel,,2023.12.13_02.52.07,10.0165,
10.45.20.125:8443,transect,giops_day,votemper,,2023.12.13_02.52.18,9.2806,
10.45.20.125:8443,transect,giops_day,vosaline,,2023.12.13_02.52.28,8.3384,
10.45.20.125:8443,transect,giops_day,sspeed,,2023.12.13_02.52.38,8.6286,
10.45.20.125:8443,transect,giops_day,magwatervel,,2023.12.13_02.52.48,8.5536,
10.45.20.125:8443,transect,riops_fc_3dps,votemper,,2023.12.13_02.52.57,9.9052,
10.45.20.125:8443,transect,riops_fc_3dps,vosaline,,2023.12.13_02.53.08,9.6834,
10.45.20.125:8443,transect,riops_fc_3dps,sspeed,,2023.12.13_02.53.19,11.5301,
10.45.20.125:8443,transect,riops_fc_3dps,magwatervel,,2023.12.13_02.53.32,11.6203,
10.45.20.125:8443,hovmoller,giops_day,votemper,,2023.12.13_02.53.44,6.5884,
10.45.20.125:8443,hovmoller,giops_day,vosaline,,2023.12.13_02.53.52,6.2705,
10.45.20.125:8443,hovmoller,giops_day,sspeed,,2023.12.13_02.53.59,7.4316,
10.45.20.125:8443,hovmoller,giops_day,magwatervel,,2023.12.13_02.54.08,7.4694,
10.45.20.125:8443,hovmoller,riops_fc_3dps,votemper,,2023.12.13_02.54.16,10.9600,
10.45.20.125:8443,hovmoller,riops_fc_3dps,vosaline,,2023.12.13_02.54.28,11.2114,
10.45.20.125:8443,hovmoller,riops_fc_3dps,sspeed,,2023.12.13_02.54.41,14.4487,
10.45.20.125:8443,hovmoller,riops_fc_3dps,magwatervel,,2023.12.13_02.54.56,17.2671,
10.45.20.125:8443,area,giops_day,votemper,,2023.12.13_02.55.14,4.3038,
10.45.20.125:8443,area,giops_day,vosaline,,2023.12.13_02.55.20,4.0687,
10.45.20.125:8443,area,giops_day,sspeed,,2023.12.13_02.55.25,4.5442,
10.45.20.125:8443,area,giops_day,magwatervel,,2023.12.13_02.55.31,4.0404,
10.45.20.125:8443,area,giops_day,psubsurfacechannel,,2023.12.13_02.55.36,4.3043,
10.45.20.125:8443,area,riops_fc_3dps,votemper,,2023.12.13_02.55.41,8.1619,
10.45.20.125:8443,area,riops_fc_3dps,vosaline,,2023.12.13_02.55.50,8.0915,
10.45.20.125:8443,area,riops_fc_3dps,sspeed,,2023.12.13_02.55.59,9.0558,
10.45.20.125:8443,area,riops_fc_3dps,magwatervel,,2023.12.13_02.56.10,8.2145,
10.45.20.125:8443,subset,giops_day,votemper,,2023.12.13_02.56.19,0.8037,
10.45.20.125:8443,subset,riops_fc_3dps,votemper,,2023.12.13_02.56.22,2.1040,
10.45.20.125:8443,observation,[10939390],,,2023.12.13_02.56.30,nan,
10.45.20.125:8443,observation,[8847572],,,2023.12.13_02.56.40,nan,
10.45.20.125:8443,observation,[8848734],,,2023.12.13_02.56.49,nan,
10.45.20.125:8443,observation,[8847355],,,2023.12.13_02.56.58,nan,
10.45.20.125:8443,observation,[10939940],,,2023.12.13_02.57.08,nan,
10.45.20.125:8443,class4,class4_20210101_GIOPS_CONCEPTS_3.0_profile_624,,,2023.12.13_02.57.11,1.5064,
10.45.20.125:8443,class4,class4_20210102_GIOPS_CONCEPTS_3.0_profile_247,,,2023.12.13_02.57.12,1.6406,
10.45.20.125:8443,class4,class4_20210103_GIOPS_CONCEPTS_3.0_profile_129,,,2023.12.13_02.57.14,1.5501,
10.45.20.125:8443,class4,class4_20210104_GIOPS_CONCEPTS_3.0_profile_211,,,2023.12.13_02.57.16,1.8535,
10.45.20.125:8443,class4,class4_20210107_GIOPS_CONCEPTS_3.0_profile_232,,,2023.12.13_02.57.17,1.5136,
