URL,Test,Dataset,Variable,Git Hash,Start Time,Response Time (s),Profile File Path
10.45.20.125:8443,profile,giops_day,votemper,,2023.12.12_19.50.57,1.6365,
10.45.20.125:8443,profile,giops_day,vosaline,,2023.12.12_19.51.00,1.6300,
10.45.20.125:8443,profile,giops_day,sspeed,,2023.12.12_19.51.02,1.7633,
10.45.20.125:8443,profile,giops_day,magwatervel,,2023.12.12_19.51.05,1.8438,
10.45.20.125:8443,profile,riops_fc_3dps,votemper,,2023.12.12_19.51.08,2.7268,
10.45.20.125:8443,profile,riops_fc_3dps,vosaline,,2023.12.12_19.51.12,2.6240,
10.45.20.125:8443,profile,riops_fc_3dps,sspeed,,2023.12.12_19.51.15,3.7290,
10.45.20.125:8443,profile,riops_fc_3dps,magwatervel,,2023.12.12_19.51.20,3.7923,
10.45.20.125:8443,virtual mooring,giops_day,votemper,,2023.12.12_19.51.25,1.6793,
10.45.20.125:8443,virtual mooring,giops_day,vosaline,,2023.12.12_19.51.28,1.6014,
10.45.20.125:8443,virtual mooring,giops_day,sspeed,,2023.12.12_19.51.31,2.2051,
10.45.20.125:8443,virtual mooring,giops_day,magwatervel,,2023.12.12_19.51.34,3.0988,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,votemper,,2023.12.12_19.51.38,4.9485,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,vosaline,,2023.12.12_19.51.44,4.5214,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,sspeed,,2023.12.12_19.51.50,8.2062,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,magwatervel,,2023.12.12_19.51.59,10.4660,
10.45.20.125:8443,transect,giops_day,votemper,,2023.12.12_19.52.10,9.7151,
10.45.20.125:8443,transect,giops_day,vosaline,,2023.12.12_19.52.21,12.2612,
10.45.20.125:8443,transect,giops_day,sspeed,,2023.12.12_19.52.35,10.4040,
10.45.20.125:8443,transect,giops_day,magwatervel,,2023.12.12_19.52.46,9.4898,
10.45.20.125:8443,transect,riops_fc_3dps,votemper,,2023.12.12_19.52.57,10.7105,
10.45.20.125:8443,transect,riops_fc_3dps,vosaline,,2023.12.12_19.53.08,11.0018,
10.45.20.125:8443,transect,riops_fc_3dps,sspeed,,2023.12.12_19.53.20,13.9819,
10.45.20.125:8443,transect,riops_fc_3dps,magwatervel,,2023.12.12_19.53.35,12.4219,
10.45.20.125:8443,hovmoller,giops_day,votemper,,2023.12.12_19.53.49,6.6326,
10.45.20.125:8443,hovmoller,giops_day,vosaline,,2023.12.12_19.53.57,7.1668,
10.45.20.125:8443,hovmoller,giops_day,sspeed,,2023.12.12_19.54.05,7.3957,
10.45.20.125:8443,hovmoller,giops_day,magwatervel,,2023.12.12_19.54.13,8.8984,
10.45.20.125:8443,hovmoller,riops_fc_3dps,votemper,,2023.12.12_19.54.23,11.0903,
10.45.20.125:8443,hovmoller,riops_fc_3dps,vosaline,,2023.12.12_19.54.35,10.6777,
10.45.20.125:8443,hovmoller,riops_fc_3dps,sspeed,,2023.12.12_19.54.47,16.2531,
10.45.20.125:8443,hovmoller,riops_fc_3dps,magwatervel,,2023.12.12_19.55.05,16.8918,
10.45.20.125:8443,area,giops_day,votemper,,2023.12.12_19.55.23,4.1588,
10.45.20.125:8443,area,giops_day,vosaline,,2023.12.12_19.55.28,4.0919,
10.45.20.125:8443,area,giops_day,sspeed,,2023.12.12_19.55.33,4.4315,
10.45.20.125:8443,area,giops_day,magwatervel,,2023.12.12_19.55.38,4.1484,
10.45.20.125:8443,area,giops_day,psubsurfacechannel,,2023.12.12_19.55.44,4.2320,
10.45.20.125:8443,area,riops_fc_3dps,votemper,,2023.12.12_19.55.49,7.7242,
10.45.20.125:8443,area,riops_fc_3dps,vosaline,,2023.12.12_19.55.58,7.7404,
10.45.20.125:8443,area,riops_fc_3dps,sspeed,,2023.12.12_19.56.07,8.0511,
10.45.20.125:8443,area,riops_fc_3dps,magwatervel,,2023.12.12_19.56.16,7.5435,
10.45.20.125:8443,subset,giops_day,votemper,,2023.12.12_19.56.24,0.7645,
10.45.20.125:8443,subset,riops_fc_3dps,votemper,,2023.12.12_19.56.27,1.8615,
10.45.20.125:8443,observation,[10939390],,,2023.12.12_19.56.35,nan,
10.45.20.125:8443,observation,[8847572],,,2023.12.12_19.56.45,nan,
10.45.20.125:8443,observation,[8848734],,,2023.12.12_19.56.54,nan,
10.45.20.125:8443,observation,[8847355],,,2023.12.12_19.57.03,nan,
10.45.20.125:8443,observation,[10939940],,,2023.12.12_19.57.13,nan,
10.45.20.125:8443,class4,class4_20210101_GIOPS_CONCEPTS_3.0_profile_624,,,2023.12.12_19.57.16,1.4454,
10.45.20.125:8443,class4,class4_20210102_GIOPS_CONCEPTS_3.0_profile_247,,,2023.12.12_19.57.17,1.8871,
10.45.20.125:8443,class4,class4_20210103_GIOPS_CONCEPTS_3.0_profile_129,,,2023.12.12_19.57.19,1.5345,
10.45.20.125:8443,class4,class4_20210104_GIOPS_CONCEPTS_3.0_profile_211,,,2023.12.12_19.57.21,1.4381,
10.45.20.125:8443,class4,class4_20210107_GIOPS_CONCEPTS_3.0_profile_232,,,2023.12.12_19.57.22,1.4363,
