URL,Test,Dataset,Variable,Git Hash,Start Time,Response Time (s),Profile File Path
10.45.20.125:8443,profile,giops_day,votemper,,2023.12.13_01.23.31,1.7325,
10.45.20.125:8443,profile,giops_day,vosaline,,2023.12.13_01.23.34,1.6935,
10.45.20.125:8443,profile,giops_day,sspeed,,2023.12.13_01.23.37,1.7146,
10.45.20.125:8443,profile,giops_day,magwatervel,,2023.12.13_01.23.40,2.0924,
10.45.20.125:8443,profile,riops_fc_3dps,votemper,,2023.12.13_01.23.43,2.4390,
10.45.20.125:8443,profile,riops_fc_3dps,vosaline,,2023.12.13_01.23.46,2.4475,
10.45.20.125:8443,profile,riops_fc_3dps,sspeed,,2023.12.13_01.23.50,3.6114,
10.45.20.125:8443,profile,riops_fc_3dps,magwatervel,,2023.12.13_01.23.54,3.4590,
10.45.20.125:8443,virtual mooring,giops_day,votemper,,2023.12.13_01.23.59,1.7304,
10.45.20.125:8443,virtual mooring,giops_day,vosaline,,2023.12.13_01.24.02,1.7659,
10.45.20.125:8443,virtual mooring,giops_day,sspeed,,2023.12.13_01.24.05,2.3849,
10.45.20.125:8443,virtual mooring,giops_day,magwatervel,,2023.12.13_01.24.08,3.1902,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,votemper,,2023.12.13_01.24.12,5.2332,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,vosaline,,2023.12.13_01.24.19,5.4944,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,sspeed,,2023.12.13_01.24.26,8.5826,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,magwatervel,,2023.12.13_01.24.35,10.3504,
10.45.20.125:8443,transect,giops_day,votemper,,2023.12.13_01.24.47,8.9614,
10.45.20.125:8443,transect,giops_day,vosaline,,2023.12.13_01.24.57,8.5971,
10.45.20.125:8443,transect,giops_day,sspeed,,2023.12.13_01.25.06,9.0275,
10.45.20.125:8443,transect,giops_day,magwatervel,,2023.12.13_01.25.17,8.4640,
10.45.20.125:8443,transect,riops_fc_3dps,votemper,,2023.12.13_01.25.26,10.6655,
10.45.20.125:8443,transect,riops_fc_3dps,vosaline,,2023.12.13_01.25.38,10.3332,
10.45.20.125:8443,transect,riops_fc_3dps,sspeed,,2023.12.13_01.25.49,11.8884,
10.45.20.125:8443,transect,riops_fc_3dps,magwatervel,,2023.12.13_01.26.02,11.8165,
10.45.20.125:8443,hovmoller,giops_day,votemper,,2023.12.13_01.26.15,6.1975,
10.45.20.125:8443,hovmoller,giops_day,vosaline,,2023.12.13_01.26.22,6.3969,
10.45.20.125:8443,hovmoller,giops_day,sspeed,,2023.12.13_01.26.30,6.8871,
10.45.20.125:8443,hovmoller,giops_day,magwatervel,,2023.12.13_01.26.38,7.2990,
10.45.20.125:8443,hovmoller,riops_fc_3dps,votemper,,2023.12.13_01.26.46,10.2573,
10.45.20.125:8443,hovmoller,riops_fc_3dps,vosaline,,2023.12.13_01.26.57,10.2331,
10.45.20.125:8443,hovmoller,riops_fc_3dps,sspeed,,2023.12.13_01.27.09,13.8953,
10.45.20.125:8443,hovmoller,riops_fc_3dps,magwatervel,,2023.12.13_01.27.24,17.1310,
10.45.20.125:8443,area,giops_day,votemper,,2023.12.13_01.27.42,4.3379,
10.45.20.125:8443,area,giops_day,vosaline,,2023.12.13_01.27.47,4.2269,
10.45.20.125:8443,area,giops_day,sspeed,,2023.12.13_01.27.53,4.1162,
10.45.20.125:8443,area,giops_day,magwatervel,,2023.12.13_01.27.58,4.2376,
10.45.20.125:8443,area,giops_day,psubsurfacechannel,,2023.12.13_01.28.03,4.6036,
10.45.20.125:8443,area,riops_fc_3dps,votemper,,2023.12.13_01.28.09,7.8815,
10.45.20.125:8443,area,riops_fc_3dps,vosaline,,2023.12.13_01.28.18,8.2240,
10.45.20.125:8443,area,riops_fc_3dps,sspeed,,2023.12.13_01.28.27,8.5650,
10.45.20.125:8443,area,riops_fc_3dps,magwatervel,,2023.12.13_01.28.37,7.5845,
10.45.20.125:8443,subset,giops_day,votemper,,2023.12.13_01.28.45,0.8001,
10.45.20.125:8443,subset,riops_fc_3dps,votemper,,2023.12.13_01.28.48,1.9407,
10.45.20.125:8443,observation,[10939390],,,2023.12.13_01.28.56,nan,
10.45.20.125:8443,observation,[8847572],,,2023.12.13_01.29.06,nan,
10.45.20.125:8443,observation,[8848734],,,2023.12.13_01.29.15,nan,
10.45.20.125:8443,observation,[8847355],,,2023.12.13_01.29.25,nan,
10.45.20.125:8443,observation,[10939940],,,2023.12.13_01.29.34,nan,
10.45.20.125:8443,class4,class4_20210101_GIOPS_CONCEPTS_3.0_profile_624,,,2023.12.13_01.29.37,1.4952,
10.45.20.125:8443,class4,class4_20210102_GIOPS_CONCEPTS_3.0_profile_247,,,2023.12.13_01.29.39,1.5807,
10.45.20.125:8443,class4,class4_20210103_GIOPS_CONCEPTS_3.0_profile_129,,,2023.12.13_01.29.40,1.6420,
10.45.20.125:8443,class4,class4_20210104_GIOPS_CONCEPTS_3.0_profile_211,,,2023.12.13_01.29.42,1.4454,
10.45.20.125:8443,class4,class4_20210107_GIOPS_CONCEPTS_3.0_profile_232,,,2023.12.13_01.29.43,1.4284,
