URL,Test,Dataset,Variable,Git Hash,Start Time,Response Time (s),Profile File Path
10.45.20.125:8443,profile,giops_day,votemper,,2023.12.12_20.54.51,1.5251,
10.45.20.125:8443,profile,giops_day,vosaline,,2023.12.12_20.54.54,1.6438,
10.45.20.125:8443,profile,giops_day,sspeed,,2023.12.12_20.54.57,1.7786,
10.45.20.125:8443,profile,giops_day,magwatervel,,2023.12.12_20.54.59,1.8700,
10.45.20.125:8443,profile,riops_fc_3dps,votemper,,2023.12.12_20.55.02,2.5536,
10.45.20.125:8443,profile,riops_fc_3dps,vosaline,,2023.12.12_20.55.06,2.8196,
10.45.20.125:8443,profile,riops_fc_3dps,sspeed,,2023.12.12_20.55.10,3.1613,
10.45.20.125:8443,profile,riops_fc_3dps,magwatervel,,2023.12.12_20.55.14,3.5135,
10.45.20.125:8443,virtual mooring,giops_day,votemper,,2023.12.12_20.55.19,1.5986,
10.45.20.125:8443,virtual mooring,giops_day,vosaline,,2023.12.12_20.55.21,1.5876,
10.45.20.125:8443,virtual mooring,giops_day,sspeed,,2023.12.12_20.55.24,2.1708,
10.45.20.125:8443,virtual mooring,giops_day,magwatervel,,2023.12.12_20.55.27,3.0363,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,votemper,,2023.12.12_20.55.31,4.7617,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,vosaline,,2023.12.12_20.55.37,5.4016,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,sspeed,,2023.12.12_20.55.44,10.1021,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,magwatervel,,2023.12.12_20.55.55,11.2371,
10.45.20.125:8443,transect,giops_day,votemper,,2023.12.12_20.56.07,9.3673,
10.45.20.125:8443,transect,giops_day,vosaline,,2023.12.12_20.56.18,8.5949,
10.45.20.125:8443,transect,giops_day,sspeed,,2023.12.12_20.56.27,8.6488,
10.45.20.125:8443,transect,giops_day,magwatervel,,2023.12.12_20.56.37,8.8537,
10.45.20.125:8443,transect,riops_fc_3dps,votemper,,2023.12.12_20.56.47,10.1367,
10.45.20.125:8443,transect,riops_fc_3dps,vosaline,,2023.12.12_20.56.58,9.8592,
10.45.20.125:8443,transect,riops_fc_3dps,sspeed,,2023.12.12_20.57.09,11.3805,
10.45.20.125:8443,transect,riops_fc_3dps,magwatervel,,2023.12.12_20.57.22,11.5850,
10.45.20.125:8443,hovmoller,giops_day,votemper,,2023.12.12_20.57.34,6.2779,
10.45.20.125:8443,hovmoller,giops_day,vosaline,,2023.12.12_20.57.42,6.2374,
10.45.20.125:8443,hovmoller,giops_day,sspeed,,2023.12.12_20.57.49,6.8013,
10.45.20.125:8443,hovmoller,giops_day,magwatervel,,2023.12.12_20.57.57,7.3944,
10.45.20.125:8443,hovmoller,riops_fc_3dps,votemper,,2023.12.12_20.58.05,10.0909,
10.45.20.125:8443,hovmoller,riops_fc_3dps,vosaline,,2023.12.12_20.58.16,12.7968,
10.45.20.125:8443,hovmoller,riops_fc_3dps,sspeed,,2023.12.12_20.58.30,13.7961,
10.45.20.125:8443,hovmoller,riops_fc_3dps,magwatervel,,2023.12.12_20.58.45,16.0292,
10.45.20.125:8443,area,giops_day,votemper,,2023.12.12_20.59.02,4.3353,
10.45.20.125:8443,area,giops_day,vosaline,,2023.12.12_20.59.08,4.2563,
10.45.20.125:8443,area,giops_day,sspeed,,2023.12.12_20.59.13,4.2142,
10.45.20.125:8443,area,giops_day,magwatervel,,2023.12.12_20.59.18,4.2387,
10.45.20.125:8443,area,giops_day,psubsurfacechannel,,2023.12.12_20.59.23,4.7073,
10.45.20.125:8443,area,riops_fc_3dps,votemper,,2023.12.12_20.59.29,8.6562,
10.45.20.125:8443,area,riops_fc_3dps,vosaline,,2023.12.12_20.59.39,8.2802,
10.45.20.125:8443,area,riops_fc_3dps,sspeed,,2023.12.12_20.59.48,8.7452,
10.45.20.125:8443,area,riops_fc_3dps,magwatervel,,2023.12.12_20.59.58,7.9543,
10.45.20.125:8443,subset,giops_day,votemper,,2023.12.12_21.00.07,0.7734,
10.45.20.125:8443,subset,riops_fc_3dps,votemper,,2023.12.12_21.00.10,2.0223,
10.45.20.125:8443,observation,[10939390],,,2023.12.12_21.00.18,nan,
10.45.20.125:8443,observation,[8847572],,,2023.12.12_21.00.28,nan,
10.45.20.125:8443,observation,[8848734],,,2023.12.12_21.00.37,nan,
10.45.20.125:8443,observation,[8847355],,,2023.12.12_21.00.47,nan,
10.45.20.125:8443,observation,[10939940],,,2023.12.12_21.00.56,nan,
10.45.20.125:8443,class4,class4_20210101_GIOPS_CONCEPTS_3.0_profile_624,,,2023.12.12_21.00.59,1.4331,
10.45.20.125:8443,class4,class4_20210102_GIOPS_CONCEPTS_3.0_profile_247,,,2023.12.12_21.01.00,1.5479,
10.45.20.125:8443,class4,class4_20210103_GIOPS_CONCEPTS_3.0_profile_129,,,2023.12.12_21.01.02,1.5649,
10.45.20.125:8443,class4,class4_20210104_GIOPS_CONCEPTS_3.0_profile_211,,,2023.12.12_21.01.04,1.4484,
10.45.20.125:8443,class4,class4_20210107_GIOPS_CONCEPTS_3.0_profile_232,,,2023.12.12_21.01.05,1.4373,
