URL,Test,Dataset,Variable,Git Hash,Start Time,Response Time (s),Profile File Path
10.45.20.125:8443,profile,giops_day,votemper,,2023.12.13_00.20.58,1.7164,
10.45.20.125:8443,profile,giops_day,vosaline,,2023.12.13_00.21.01,1.6834,
10.45.20.125:8443,profile,giops_day,sspeed,,2023.12.13_00.21.04,1.7759,
10.45.20.125:8443,profile,giops_day,magwatervel,,2023.12.13_00.21.07,1.9804,
10.45.20.125:8443,profile,riops_fc_3dps,votemper,,2023.12.13_00.21.10,2.5189,
10.45.20.125:8443,profile,riops_fc_3dps,vosaline,,2023.12.13_00.21.13,2.3871,
10.45.20.125:8443,profile,riops_fc_3dps,sspeed,,2023.12.13_00.21.17,3.2314,
10.45.20.125:8443,profile,riops_fc_3dps,magwatervel,,2023.12.13_00.21.21,3.4561,
10.45.20.125:8443,virtual mooring,giops_day,votemper,,2023.12.13_00.21.26,1.7461,
10.45.20.125:8443,virtual mooring,giops_day,vosaline,,2023.12.13_00.21.28,1.6085,
10.45.20.125:8443,virtual mooring,giops_day,sspeed,,2023.12.13_00.21.31,2.2707,
10.45.20.125:8443,virtual mooring,giops_day,magwatervel,,2023.12.13_00.21.34,3.0914,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,votemper,,2023.12.13_00.21.39,5.5503,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,vosaline,,2023.12.13_00.21.45,4.6260,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,sspeed,,2023.12.13_00.21.51,8.6226,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,magwatervel,,2023.12.13_00.22.01,10.3200,
10.45.20.125:8443,transect,giops_day,votemper,,2023.12.13_00.22.12,9.0806,
10.45.20.125:8443,transect,giops_day,vosaline,,2023.12.13_00.22.22,8.0739,
10.45.20.125:8443,transect,giops_day,sspeed,,2023.12.13_00.22.31,8.2613,
10.45.20.125:8443,transect,giops_day,magwatervel,,2023.12.13_00.22.41,8.7472,
10.45.20.125:8443,transect,riops_fc_3dps,votemper,,2023.12.13_00.22.51,10.4767,
10.45.20.125:8443,transect,riops_fc_3dps,vosaline,,2023.12.13_00.23.02,10.1642,
10.45.20.125:8443,transect,riops_fc_3dps,sspeed,,2023.12.13_00.23.13,11.8507,
10.45.20.125:8443,transect,riops_fc_3dps,magwatervel,,2023.12.13_00.23.26,11.7506,
10.45.20.125:8443,hovmoller,giops_day,votemper,,2023.12.13_00.23.39,6.5901,
10.45.20.125:8443,hovmoller,giops_day,vosaline,,2023.12.13_00.23.47,6.3951,
10.45.20.125:8443,hovmoller,giops_day,sspeed,,2023.12.13_00.23.54,7.3536,
10.45.20.125:8443,hovmoller,giops_day,magwatervel,,2023.12.13_00.24.03,7.3349,
10.45.20.125:8443,hovmoller,riops_fc_3dps,votemper,,2023.12.13_00.24.11,9.8133,
10.45.20.125:8443,hovmoller,riops_fc_3dps,vosaline,,2023.12.13_00.24.22,11.1763,
10.45.20.125:8443,hovmoller,riops_fc_3dps,sspeed,,2023.12.13_00.24.34,14.2768,
10.45.20.125:8443,hovmoller,riops_fc_3dps,magwatervel,,2023.12.13_00.24.49,15.6547,
10.45.20.125:8443,area,giops_day,votemper,,2023.12.13_00.25.06,4.9713,
10.45.20.125:8443,area,giops_day,vosaline,,2023.12.13_00.25.12,4.6721,
10.45.20.125:8443,area,giops_day,sspeed,,2023.12.13_00.25.18,4.3014,
10.45.20.125:8443,area,giops_day,magwatervel,,2023.12.13_00.25.23,4.2079,
10.45.20.125:8443,area,giops_day,psubsurfacechannel,,2023.12.13_00.25.29,4.4526,
10.45.20.125:8443,area,riops_fc_3dps,votemper,,2023.12.13_00.25.34,8.2552,
10.45.20.125:8443,area,riops_fc_3dps,vosaline,,2023.12.13_00.25.43,8.2654,
10.45.20.125:8443,area,riops_fc_3dps,sspeed,,2023.12.13_00.25.53,8.6742,
10.45.20.125:8443,area,riops_fc_3dps,magwatervel,,2023.12.13_00.26.03,8.1748,
10.45.20.125:8443,subset,giops_day,votemper,,2023.12.13_00.26.12,0.7641,
10.45.20.125:8443,subset,riops_fc_3dps,votemper,,2023.12.13_00.26.15,2.0271,
10.45.20.125:8443,observation,[10939390],,,2023.12.13_00.26.23,nan,
10.45.20.125:8443,observation,[8847572],,,2023.12.13_00.26.32,nan,
10.45.20.125:8443,observation,[8848734],,,2023.12.13_00.26.42,nan,
10.45.20.125:8443,observation,[8847355],,,2023.12.13_00.26.51,nan,
10.45.20.125:8443,observation,[10939940],,,2023.12.13_00.27.00,nan,
10.45.20.125:8443,class4,class4_20210101_GIOPS_CONCEPTS_3.0_profile_624,,,2023.12.13_00.27.04,1.4794,
10.45.20.125:8443,class4,class4_20210102_GIOPS_CONCEPTS_3.0_profile_247,,,2023.12.13_00.27.05,1.5874,
10.45.20.125:8443,class4,class4_20210103_GIOPS_CONCEPTS_3.0_profile_129,,,2023.12.13_00.27.07,1.5859,
10.45.20.125:8443,class4,class4_20210104_GIOPS_CONCEPTS_3.0_profile_211,,,2023.12.13_00.27.08,1.4359,
10.45.20.125:8443,class4,class4_20210107_GIOPS_CONCEPTS_3.0_profile_232,,,2023.12.13_00.27.10,1.4814,
