URL,Test,Dataset,Variable,Git Hash,Start Time,Response Time (s),Profile File Path
10.45.20.125:8443,profile,giops_day,votemper,,2023.12.13_00.52.15,1.6707,
10.45.20.125:8443,profile,giops_day,vosaline,,2023.12.13_00.52.18,1.6658,
10.45.20.125:8443,profile,giops_day,sspeed,,2023.12.13_00.52.21,1.7820,
10.45.20.125:8443,profile,giops_day,magwatervel,,2023.12.13_00.52.24,1.9164,
10.45.20.125:8443,profile,riops_fc_3dps,votemper,,2023.12.13_00.52.27,2.5139,
10.45.20.125:8443,profile,riops_fc_3dps,vosaline,,2023.12.13_00.52.30,2.4964,
10.45.20.125:8443,profile,riops_fc_3dps,sspeed,,2023.12.13_00.52.34,3.0621,
10.45.20.125:8443,profile,riops_fc_3dps,magwatervel,,2023.12.13_00.52.38,3.3566,
10.45.20.125:8443,virtual mooring,giops_day,votemper,,2023.12.13_00.52.42,1.6246,
10.45.20.125:8443,virtual mooring,giops_day,vosaline,,2023.12.13_00.52.45,1.6685,
10.45.20.125:8443,virtual mooring,giops_day,sspeed,,2023.12.13_00.52.48,2.1928,
10.45.20.125:8443,virtual mooring,giops_day,magwatervel,,2023.12.13_00.52.51,3.0583,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,votemper,,2023.12.13_00.52.55,4.4761,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,vosaline,,2023.12.13_00.53.01,4.6463,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,sspeed,,2023.12.13_00.53.07,7.8263,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,magwatervel,,2023.12.13_00.53.15,11.0785,
10.45.20.125:8443,transect,giops_day,votemper,,2023.12.13_00.53.28,8.8044,
10.45.20.125:8443,transect,giops_day,vosaline,,2023.12.13_00.53.37,8.1784,
10.45.20.125:8443,transect,giops_day,sspeed,,2023.12.13_00.53.47,9.0460,
10.45.20.125:8443,transect,giops_day,magwatervel,,2023.12.13_00.53.57,8.6237,
10.45.20.125:8443,transect,riops_fc_3dps,votemper,,2023.12.13_00.54.07,10.0386,
10.45.20.125:8443,transect,riops_fc_3dps,vosaline,,2023.12.13_00.54.18,10.3860,
10.45.20.125:8443,transect,riops_fc_3dps,sspeed,,2023.12.13_00.54.29,14.3710,
10.45.20.125:8443,transect,riops_fc_3dps,magwatervel,,2023.12.13_00.54.45,11.4624,
10.45.20.125:8443,hovmoller,giops_day,votemper,,2023.12.13_00.54.57,6.5043,
10.45.20.125:8443,hovmoller,giops_day,vosaline,,2023.12.13_00.55.05,6.1485,
10.45.20.125:8443,hovmoller,giops_day,sspeed,,2023.12.13_00.55.12,6.9731,
10.45.20.125:8443,hovmoller,giops_day,magwatervel,,2023.12.13_00.55.20,7.2355,
10.45.20.125:8443,hovmoller,riops_fc_3dps,votemper,,2023.12.13_00.55.28,9.8662,
10.45.20.125:8443,hovmoller,riops_fc_3dps,vosaline,,2023.12.13_00.55.39,11.0897,
10.45.20.125:8443,hovmoller,riops_fc_3dps,sspeed,,2023.12.13_00.55.51,14.4026,
10.45.20.125:8443,hovmoller,riops_fc_3dps,magwatervel,,2023.12.13_00.56.07,16.3761,
10.45.20.125:8443,area,giops_day,votemper,,2023.12.13_00.56.24,4.2611,
10.45.20.125:8443,area,giops_day,vosaline,,2023.12.13_00.56.30,4.4358,
10.45.20.125:8443,area,giops_day,sspeed,,2023.12.13_00.56.35,4.7423,
10.45.20.125:8443,area,giops_day,magwatervel,,2023.12.13_00.56.41,4.1169,
10.45.20.125:8443,area,giops_day,psubsurfacechannel,,2023.12.13_00.56.46,4.4712,
10.45.20.125:8443,area,riops_fc_3dps,votemper,,2023.12.13_00.56.52,7.8758,
10.45.20.125:8443,area,riops_fc_3dps,vosaline,,2023.12.13_00.57.01,8.0782,
10.45.20.125:8443,area,riops_fc_3dps,sspeed,,2023.12.13_00.57.10,8.5435,
10.45.20.125:8443,area,riops_fc_3dps,magwatervel,,2023.12.13_00.57.19,7.4173,
10.45.20.125:8443,subset,giops_day,votemper,,2023.12.13_00.57.28,0.6674,
10.45.20.125:8443,subset,riops_fc_3dps,votemper,,2023.12.13_00.57.31,2.1200,
10.45.20.125:8443,observation,[10939390],,,2023.12.13_00.57.39,nan,
10.45.20.125:8443,observation,[8847572],,,2023.12.13_00.57.48,nan,
10.45.20.125:8443,observation,[8848734],,,2023.12.13_00.57.58,nan,
10.45.20.125:8443,observation,[8847355],,,2023.12.13_00.58.07,nan,
10.45.20.125:8443,observation,[10939940],,,2023.12.13_00.58.17,nan,
10.45.20.125:8443,class4,class4_20210101_GIOPS_CONCEPTS_3.0_profile_624,,,2023.12.13_00.58.20,1.4812,
10.45.20.125:8443,class4,class4_20210102_GIOPS_CONCEPTS_3.0_profile_247,,,2023.12.13_00.58.21,1.6047,
10.45.20.125:8443,class4,class4_20210103_GIOPS_CONCEPTS_3.0_profile_129,,,2023.12.13_00.58.23,1.6158,
10.45.20.125:8443,class4,class4_20210104_GIOPS_CONCEPTS_3.0_profile_211,,,2023.12.13_00.58.24,1.4279,
10.45.20.125:8443,class4,class4_20210107_GIOPS_CONCEPTS_3.0_profile_232,,,2023.12.13_00.58.26,1.5369,
