URL,Test,Dataset,Variable,Git Hash,Start Time,Response Time (s),Profile File Path
10.45.20.125:8443,profile,giops_day,votemper,,2023.12.12_21.01.09,1.5825,
10.45.20.125:8443,profile,giops_day,vosaline,,2023.12.12_21.01.12,1.6389,
10.45.20.125:8443,profile,giops_day,sspeed,,2023.12.12_21.01.14,1.9346,
10.45.20.125:8443,profile,giops_day,magwatervel,,2023.12.12_21.01.17,1.9486,
10.45.20.125:8443,profile,riops_fc_3dps,votemper,,2023.12.12_21.01.21,2.5599,
10.45.20.125:8443,profile,riops_fc_3dps,vosaline,,2023.12.12_21.01.24,2.5481,
10.45.20.125:8443,profile,riops_fc_3dps,sspeed,,2023.12.12_21.01.28,3.3906,
10.45.20.125:8443,profile,riops_fc_3dps,magwatervel,,2023.12.12_21.01.32,3.4610,
10.45.20.125:8443,virtual mooring,giops_day,votemper,,2023.12.12_21.01.37,1.7466,
10.45.20.125:8443,virtual mooring,giops_day,vosaline,,2023.12.12_21.01.40,2.0275,
10.45.20.125:8443,virtual mooring,giops_day,sspeed,,2023.12.12_21.01.43,2.2110,
10.45.20.125:8443,virtual mooring,giops_day,magwatervel,,2023.12.12_21.01.46,3.0272,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,votemper,,2023.12.12_21.01.50,4.5615,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,vosaline,,2023.12.12_21.01.56,4.2012,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,sspeed,,2023.12.12_21.02.01,9.8698,
10.45.20.125:8443,virtual mooring,riops_fc_3dps,magwatervel,,2023.12.12_21.02.12,11.3638,
10.45.20.125:8443,transect,giops_day,votemper,,2023.12.12_21.02.24,8.6683,
10.45.20.125:8443,transect,giops_day,vosaline,,2023.12.12_21.02.34,8.7729,
10.45.20.125:8443,transect,giops_day,sspeed,,2023.12.12_21.02.44,8.5774,
10.45.20.125:8443,transect,giops_day,magwatervel,,2023.12.12_21.02.54,8.7507,
10.45.20.125:8443,transect,riops_fc_3dps,votemper,,2023.12.12_21.03.03,9.9474,
10.45.20.125:8443,transect,riops_fc_3dps,vosaline,,2023.12.12_21.03.14,9.8420,
10.45.20.125:8443,transect,riops_fc_3dps,sspeed,,2023.12.12_21.03.25,11.2252,
10.45.20.125:8443,transect,riops_fc_3dps,magwatervel,,2023.12.12_21.03.38,11.8492,
10.45.20.125:8443,hovmoller,giops_day,votemper,,2023.12.12_21.03.50,6.3556,
10.45.20.125:8443,hovmoller,giops_day,vosaline,,2023.12.12_21.03.58,6.3248,
10.45.20.125:8443,hovmoller,giops_day,sspeed,,2023.12.12_21.04.05,7.0095,
10.45.20.125:8443,hovmoller,giops_day,magwatervel,,2023.12.12_21.04.13,7.2273,
10.45.20.125:8443,hovmoller,riops_fc_3dps,votemper,,2023.12.12_21.04.22,10.9651,
10.45.20.125:8443,hovmoller,riops_fc_3dps,vosaline,,2023.12.12_21.04.34,9.9377,
10.45.20.125:8443,hovmoller,riops_fc_3dps,sspeed,,2023.12.12_21.04.45,16.3829,
10.45.20.125:8443,hovmoller,riops_fc_3dps,magwatervel,,2023.12.12_21.05.02,16.2659,
10.45.20.125:8443,area,giops_day,votemper,,2023.12.12_21.05.20,4.3208,
10.45.20.125:8443,area,giops_day,vosaline,,2023.12.12_21.05.25,4.3217,
10.45.20.125:8443,area,giops_day,sspeed,,2023.12.12_21.05.30,4.4233,
10.45.20.125:8443,area,giops_day,magwatervel,,2023.12.12_21.05.36,4.4459,
10.45.20.125:8443,area,giops_day,psubsurfacechannel,,2023.12.12_21.05.41,4.5380,
10.45.20.125:8443,area,riops_fc_3dps,votemper,,2023.12.12_21.05.47,8.5415,
10.45.20.125:8443,area,riops_fc_3dps,vosaline,,2023.12.12_21.05.57,8.4565,
10.45.20.125:8443,area,riops_fc_3dps,sspeed,,2023.12.12_21.06.06,9.1025,
10.45.20.125:8443,area,riops_fc_3dps,magwatervel,,2023.12.12_21.06.16,8.2470,
10.45.20.125:8443,subset,giops_day,votemper,,2023.12.12_21.06.26,0.8381,
10.45.20.125:8443,subset,riops_fc_3dps,votemper,,2023.12.12_21.06.28,1.9926,
10.45.20.125:8443,observation,[10939390],,,2023.12.12_21.06.37,nan,
10.45.20.125:8443,observation,[8847572],,,2023.12.12_21.06.46,nan,
10.45.20.125:8443,observation,[8848734],,,2023.12.12_21.06.56,nan,
10.45.20.125:8443,observation,[8847355],,,2023.12.12_21.07.05,nan,
10.45.20.125:8443,observation,[10939940],,,2023.12.12_21.07.14,nan,
10.45.20.125:8443,class4,class4_20210101_GIOPS_CONCEPTS_3.0_profile_624,,,2023.12.12_21.07.17,1.5041,
10.45.20.125:8443,class4,class4_20210102_GIOPS_CONCEPTS_3.0_profile_247,,,2023.12.12_21.07.19,1.5372,
10.45.20.125:8443,class4,class4_20210103_GIOPS_CONCEPTS_3.0_profile_129,,,2023.12.12_21.07.21,1.5143,
10.45.20.125:8443,class4,class4_20210104_GIOPS_CONCEPTS_3.0_profile_211,,,2023.12.12_21.07.22,1.4408,
10.45.20.125:8443,class4,class4_20210107_GIOPS_CONCEPTS_3.0_profile_232,,,2023.12.12_21.07.23,1.4102,
