,Version,Test,Dataset,Variable,Response Time (s)
42,3.10.5,subset,riops_fc_3dps,votemper,1.7879
0,3.10.5,profile,giops_day,votemper,1.6196
1,3.10.5,profile,giops_day,vosaline,1.5974
2,3.10.5,profile,giops_day,sspeed,1.7421
3,3.10.5,profile,giops_day,magwatervel,1.9319
4,3.10.5,profile,riops_fc_3dps,votemper,2.5883
5,3.10.5,profile,riops_fc_3dps,vosaline,2.6514
6,3.10.5,profile,riops_fc_3dps,sspeed,3.7743
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.4497
8,3.10.5,virtual mooring,giops_day,votemper,1.7442
9,3.10.5,virtual mooring,giops_day,vosaline,1.7067
10,3.10.5,virtual mooring,giops_day,sspeed,2.4053
11,3.10.5,virtual mooring,giops_day,magwatervel,3.1161
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,4.9911
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.4014
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.5381
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,12.1075
16,3.10.5,transect,giops_day,votemper,8.7913
17,3.10.5,transect,giops_day,vosaline,8.2033
18,3.10.5,transect,giops_day,sspeed,8.5749
19,3.10.5,transect,giops_day,magwatervel,8.6769
20,3.10.5,transect,riops_fc_3dps,votemper,10.0514
21,3.10.5,transect,riops_fc_3dps,vosaline,10.2306
22,3.10.5,transect,riops_fc_3dps,sspeed,11.4497
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.7304
24,3.10.5,hovmoller,giops_day,votemper,6.3245
25,3.10.5,hovmoller,giops_day,vosaline,6.2783
26,3.10.5,hovmoller,giops_day,sspeed,7.5215
27,3.10.5,hovmoller,giops_day,magwatervel,7.2336
28,3.10.5,hovmoller,riops_fc_3dps,votemper,10.9468
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,10.0441
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,15.5054
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,15.9109
32,3.10.5,area,giops_day,votemper,4.1932
33,3.10.5,area,giops_day,vosaline,4.3048
34,3.10.5,area,giops_day,sspeed,4.0931
35,3.10.5,area,giops_day,magwatervel,3.8993
37,3.10.5,area,riops_fc_3dps,votemper,7.9099
38,3.10.5,area,riops_fc_3dps,vosaline,8.2544
39,3.10.5,area,riops_fc_3dps,sspeed,8.5398
40,3.10.5,area,riops_fc_3dps,magwatervel,7.5893
41,3.10.5,subset,giops_day,votemper,0.798
42,3.10.5,subset,riops_fc_3dps,votemper,2.0207
0,3.10.5,profile,giops_day,votemper,1.7312
1,3.10.5,profile,giops_day,vosaline,1.6424
2,3.10.5,profile,giops_day,sspeed,1.9925
3,3.10.5,profile,giops_day,magwatervel,1.973
4,3.10.5,profile,riops_fc_3dps,votemper,3.335
5,3.10.5,profile,riops_fc_3dps,vosaline,2.6893
6,3.10.5,profile,riops_fc_3dps,sspeed,4.3087
7,3.10.5,profile,riops_fc_3dps,magwatervel,4.3341
8,3.10.5,virtual mooring,giops_day,votemper,2.319
9,3.10.5,virtual mooring,giops_day,vosaline,1.6635
10,3.10.5,virtual mooring,giops_day,sspeed,2.237
11,3.10.5,virtual mooring,giops_day,magwatervel,3.1805
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,8.1214
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,5.4294
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,11.4682
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,13.6178
16,3.10.5,transect,giops_day,votemper,12.6124
17,3.10.5,transect,giops_day,vosaline,11.232
18,3.10.5,transect,giops_day,sspeed,11.2979
19,3.10.5,transect,giops_day,magwatervel,11.6458
20,3.10.5,transect,riops_fc_3dps,votemper,12.5511
21,3.10.5,transect,riops_fc_3dps,vosaline,12.7519
22,3.10.5,transect,riops_fc_3dps,sspeed,15.3122
23,3.10.5,transect,riops_fc_3dps,magwatervel,14.429
24,3.10.5,hovmoller,giops_day,votemper,9.8638
25,3.10.5,hovmoller,giops_day,vosaline,9.5907
26,3.10.5,hovmoller,giops_day,sspeed,9.706
27,3.10.5,hovmoller,giops_day,magwatervel,9.5163
28,3.10.5,hovmoller,riops_fc_3dps,votemper,13.7771
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,13.509
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,18.5666
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,19.0618
32,3.10.5,area,giops_day,votemper,4.2391
33,3.10.5,area,giops_day,vosaline,4.4689
34,3.10.5,area,giops_day,sspeed,4.4547
35,3.10.5,area,giops_day,magwatervel,4.4111
37,3.10.5,area,riops_fc_3dps,votemper,8.8223
38,3.10.5,area,riops_fc_3dps,vosaline,8.9484
39,3.10.5,area,riops_fc_3dps,sspeed,9.8117
40,3.10.5,area,riops_fc_3dps,magwatervel,9.8908
41,3.10.5,subset,giops_day,votemper,0.7453
42,3.10.5,subset,riops_fc_3dps,votemper,2.7342
0,3.10.5,profile,giops_day,votemper,1.7164
1,3.10.5,profile,giops_day,vosaline,1.6834
2,3.10.5,profile,giops_day,sspeed,1.7759
3,3.10.5,profile,giops_day,magwatervel,1.9804
4,3.10.5,profile,riops_fc_3dps,votemper,2.5189
5,3.10.5,profile,riops_fc_3dps,vosaline,2.3871
6,3.10.5,profile,riops_fc_3dps,sspeed,3.2314
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.4561
8,3.10.5,virtual mooring,giops_day,votemper,1.7461
9,3.10.5,virtual mooring,giops_day,vosaline,1.6085
10,3.10.5,virtual mooring,giops_day,sspeed,2.2707
11,3.10.5,virtual mooring,giops_day,magwatervel,3.0914
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,5.5503
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.626
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.6226
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,10.32
16,3.10.5,transect,giops_day,votemper,9.0806
17,3.10.5,transect,giops_day,vosaline,8.0739
18,3.10.5,transect,giops_day,sspeed,8.2613
19,3.10.5,transect,giops_day,magwatervel,8.7472
20,3.10.5,transect,riops_fc_3dps,votemper,10.4767
21,3.10.5,transect,riops_fc_3dps,vosaline,10.1642
22,3.10.5,transect,riops_fc_3dps,sspeed,11.8507
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.7506
24,3.10.5,hovmoller,giops_day,votemper,6.5901
25,3.10.5,hovmoller,giops_day,vosaline,6.3951
26,3.10.5,hovmoller,giops_day,sspeed,7.3536
27,3.10.5,hovmoller,giops_day,magwatervel,7.3349
28,3.10.5,hovmoller,riops_fc_3dps,votemper,9.8133
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,11.1763
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,14.2768
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,15.6547
32,3.10.5,area,giops_day,votemper,4.9713
33,3.10.5,area,giops_day,vosaline,4.6721
34,3.10.5,area,giops_day,sspeed,4.3014
35,3.10.5,area,giops_day,magwatervel,4.2079
37,3.10.5,area,riops_fc_3dps,votemper,8.2552
38,3.10.5,area,riops_fc_3dps,vosaline,8.2654
39,3.10.5,area,riops_fc_3dps,sspeed,8.6742
40,3.10.5,area,riops_fc_3dps,magwatervel,8.1748
41,3.10.5,subset,giops_day,votemper,0.7641
42,3.10.5,subset,riops_fc_3dps,votemper,2.0271
0,3.10.5,profile,giops_day,votemper,1.5956
1,3.10.5,profile,giops_day,vosaline,1.7036
2,3.10.5,profile,giops_day,sspeed,2.0234
3,3.10.5,profile,giops_day,magwatervel,1.8676
4,3.10.5,profile,riops_fc_3dps,votemper,2.9056
5,3.10.5,profile,riops_fc_3dps,vosaline,2.7399
6,3.10.5,profile,riops_fc_3dps,sspeed,3.4423
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.5753
8,3.10.5,virtual mooring,giops_day,votemper,1.6452
9,3.10.5,virtual mooring,giops_day,vosaline,1.7465
10,3.10.5,virtual mooring,giops_day,sspeed,2.2874
11,3.10.5,virtual mooring,giops_day,magwatervel,3.0683
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,5.5047
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.5908
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,9.8394
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,12.0773
16,3.10.5,transect,giops_day,votemper,11.9547
17,3.10.5,transect,giops_day,vosaline,11.7501
18,3.10.5,transect,giops_day,sspeed,12.1205
19,3.10.5,transect,giops_day,magwatervel,12.639
20,3.10.5,transect,riops_fc_3dps,votemper,15.1075
21,3.10.5,transect,riops_fc_3dps,vosaline,13.6141
22,3.10.5,transect,riops_fc_3dps,sspeed,14.7536
23,3.10.5,transect,riops_fc_3dps,magwatervel,15.53
24,3.10.5,hovmoller,giops_day,votemper,9.3825
25,3.10.5,hovmoller,giops_day,vosaline,9.2327
26,3.10.5,hovmoller,giops_day,sspeed,9.8034
27,3.10.5,hovmoller,giops_day,magwatervel,10.0916
28,3.10.5,hovmoller,riops_fc_3dps,votemper,14.0377
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,13.8739
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,18.7953
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,23.7509
32,3.10.5,area,giops_day,votemper,4.1439
33,3.10.5,area,giops_day,vosaline,4.0762
34,3.10.5,area,giops_day,sspeed,4.3271
35,3.10.5,area,giops_day,magwatervel,4.1498
37,3.10.5,area,riops_fc_3dps,votemper,11.2818
38,3.10.5,area,riops_fc_3dps,vosaline,10.7579
39,3.10.5,area,riops_fc_3dps,sspeed,10.4589
40,3.10.5,area,riops_fc_3dps,magwatervel,8.7313
41,3.10.5,subset,giops_day,votemper,0.7394
42,3.10.5,subset,riops_fc_3dps,votemper,2.4276
0,3.10.5,profile,giops_day,votemper,1.6121
1,3.10.5,profile,giops_day,vosaline,1.6601
2,3.10.5,profile,giops_day,sspeed,1.8047
3,3.10.5,profile,giops_day,magwatervel,1.8959
4,3.10.5,profile,riops_fc_3dps,votemper,2.4339
5,3.10.5,profile,riops_fc_3dps,vosaline,2.4427
6,3.10.5,profile,riops_fc_3dps,sspeed,3.1501
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.3894
8,3.10.5,virtual mooring,giops_day,votemper,1.6227
9,3.10.5,virtual mooring,giops_day,vosaline,1.5832
10,3.10.5,virtual mooring,giops_day,sspeed,2.1975
11,3.10.5,virtual mooring,giops_day,magwatervel,3.002
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,4.8898
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.3502
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.3991
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,10.955
16,3.10.5,transect,giops_day,votemper,9.1712
17,3.10.5,transect,giops_day,vosaline,8.7589
18,3.10.5,transect,giops_day,sspeed,8.6327
19,3.10.5,transect,giops_day,magwatervel,8.9756
20,3.10.5,transect,riops_fc_3dps,votemper,10.2702
21,3.10.5,transect,riops_fc_3dps,vosaline,10.6343
22,3.10.5,transect,riops_fc_3dps,sspeed,11.3744
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.3286
24,3.10.5,hovmoller,giops_day,votemper,6.4802
25,3.10.5,hovmoller,giops_day,vosaline,6.4437
26,3.10.5,hovmoller,giops_day,sspeed,7.0491
27,3.10.5,hovmoller,giops_day,magwatervel,7.3771
28,3.10.5,hovmoller,riops_fc_3dps,votemper,10.3307
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,9.7417
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,14.6033
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,16.1365
32,3.10.5,area,giops_day,votemper,4.2473
33,3.10.5,area,giops_day,vosaline,4.2993
34,3.10.5,area,giops_day,sspeed,4.566
35,3.10.5,area,giops_day,magwatervel,4.3871
37,3.10.5,area,riops_fc_3dps,votemper,8.1736
38,3.10.5,area,riops_fc_3dps,vosaline,7.9103
39,3.10.5,area,riops_fc_3dps,sspeed,8.6321
40,3.10.5,area,riops_fc_3dps,magwatervel,7.4845
41,3.10.5,subset,giops_day,votemper,0.6926
42,3.10.5,subset,riops_fc_3dps,votemper,1.8076
0,3.10.5,profile,giops_day,votemper,1.5766
1,3.10.5,profile,giops_day,vosaline,1.6013
2,3.10.5,profile,giops_day,sspeed,1.685
3,3.10.5,profile,giops_day,magwatervel,1.9144
4,3.10.5,profile,riops_fc_3dps,votemper,2.3563
5,3.10.5,profile,riops_fc_3dps,vosaline,2.3654
6,3.10.5,profile,riops_fc_3dps,sspeed,3.1365
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.3104
8,3.10.5,virtual mooring,giops_day,votemper,1.6111
9,3.10.5,virtual mooring,giops_day,vosaline,1.5565
10,3.10.5,virtual mooring,giops_day,sspeed,2.1217
11,3.10.5,virtual mooring,giops_day,magwatervel,3.2562
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,4.426
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.3878
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.5536
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,10.6253
16,3.10.5,transect,giops_day,votemper,9.1558
17,3.10.5,transect,giops_day,vosaline,8.7237
18,3.10.5,transect,giops_day,sspeed,8.5463
19,3.10.5,transect,giops_day,magwatervel,8.6355
20,3.10.5,transect,riops_fc_3dps,votemper,10.603
21,3.10.5,transect,riops_fc_3dps,vosaline,10.3178
22,3.10.5,transect,riops_fc_3dps,sspeed,11.4985
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.5502
24,3.10.5,hovmoller,giops_day,votemper,6.3769
25,3.10.5,hovmoller,giops_day,vosaline,6.1003
26,3.10.5,hovmoller,giops_day,sspeed,6.5798
27,3.10.5,hovmoller,giops_day,magwatervel,7.7324
28,3.10.5,hovmoller,riops_fc_3dps,votemper,10.0282
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,10.0369
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,14.4111
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,15.8624
32,3.10.5,area,giops_day,votemper,4.1968
33,3.10.5,area,giops_day,vosaline,4.263
34,3.10.5,area,giops_day,sspeed,4.2801
35,3.10.5,area,giops_day,magwatervel,4.322
37,3.10.5,area,riops_fc_3dps,votemper,8.622
38,3.10.5,area,riops_fc_3dps,vosaline,8.3361
39,3.10.5,area,riops_fc_3dps,sspeed,8.607
40,3.10.5,area,riops_fc_3dps,magwatervel,7.5824
41,3.10.5,subset,giops_day,votemper,0.72
42,3.10.5,subset,riops_fc_3dps,votemper,1.7493
0,3.10.5,profile,giops_day,votemper,1.5899
1,3.10.5,profile,giops_day,vosaline,1.6401
2,3.10.5,profile,giops_day,sspeed,1.9492
3,3.10.5,profile,giops_day,magwatervel,1.9327
4,3.10.5,profile,riops_fc_3dps,votemper,2.5532
5,3.10.5,profile,riops_fc_3dps,vosaline,2.4715
6,3.10.5,profile,riops_fc_3dps,sspeed,3.2135
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.4118
8,3.10.5,virtual mooring,giops_day,votemper,1.6754
9,3.10.5,virtual mooring,giops_day,vosaline,1.6271
10,3.10.5,virtual mooring,giops_day,sspeed,2.1817
11,3.10.5,virtual mooring,giops_day,magwatervel,3.4691
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,4.7155
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.3803
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.0844
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,10.0901
16,3.10.5,transect,giops_day,votemper,8.9856
17,3.10.5,transect,giops_day,vosaline,8.7108
18,3.10.5,transect,giops_day,sspeed,8.9354
19,3.10.5,transect,giops_day,magwatervel,8.6477
20,3.10.5,transect,riops_fc_3dps,votemper,10.1647
21,3.10.5,transect,riops_fc_3dps,vosaline,10.2827
22,3.10.5,transect,riops_fc_3dps,sspeed,10.922
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.5558
24,3.10.5,hovmoller,giops_day,votemper,6.3328
25,3.10.5,hovmoller,giops_day,vosaline,6.2483
26,3.10.5,hovmoller,giops_day,sspeed,7.0324
27,3.10.5,hovmoller,giops_day,magwatervel,7.5999
28,3.10.5,hovmoller,riops_fc_3dps,votemper,9.8698
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,10.7629
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,15.1264
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,16.069
32,3.10.5,area,giops_day,votemper,4.6219
33,3.10.5,area,giops_day,vosaline,4.1462
34,3.10.5,area,giops_day,sspeed,4.3835
35,3.10.5,area,giops_day,magwatervel,4.1795
37,3.10.5,area,riops_fc_3dps,votemper,8.2285
38,3.10.5,area,riops_fc_3dps,vosaline,7.9467
39,3.10.5,area,riops_fc_3dps,sspeed,8.8803
40,3.10.5,area,riops_fc_3dps,magwatervel,7.5484
41,3.10.5,subset,giops_day,votemper,0.7759
42,3.10.5,subset,riops_fc_3dps,votemper,1.9448
0,3.10.5,profile,giops_day,votemper,1.6658
1,3.10.5,profile,giops_day,vosaline,1.5733
2,3.10.5,profile,giops_day,sspeed,1.781
3,3.10.5,profile,giops_day,magwatervel,2.0284
4,3.10.5,profile,riops_fc_3dps,votemper,2.5681
5,3.10.5,profile,riops_fc_3dps,vosaline,2.5342
6,3.10.5,profile,riops_fc_3dps,sspeed,3.1731
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.4277
8,3.10.5,virtual mooring,giops_day,votemper,1.7235
9,3.10.5,virtual mooring,giops_day,vosaline,1.9441
10,3.10.5,virtual mooring,giops_day,sspeed,2.3508
11,3.10.5,virtual mooring,giops_day,magwatervel,3.4864
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,5.6419
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.7749
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.3522
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,10.994
16,3.10.5,transect,giops_day,votemper,8.7955
17,3.10.5,transect,giops_day,vosaline,8.4151
18,3.10.5,transect,giops_day,sspeed,8.5921
19,3.10.5,transect,giops_day,magwatervel,8.7541
20,3.10.5,transect,riops_fc_3dps,votemper,10.1975
21,3.10.5,transect,riops_fc_3dps,vosaline,9.6687
22,3.10.5,transect,riops_fc_3dps,sspeed,11.0947
23,3.10.5,transect,riops_fc_3dps,magwatervel,12.1655
24,3.10.5,hovmoller,giops_day,votemper,6.7263
25,3.10.5,hovmoller,giops_day,vosaline,6.3829
26,3.10.5,hovmoller,giops_day,sspeed,7.0397
27,3.10.5,hovmoller,giops_day,magwatervel,7.2401
28,3.10.5,hovmoller,riops_fc_3dps,votemper,10.5727
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,10.8671
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,14.4732
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,16.2765
32,3.10.5,area,giops_day,votemper,4.3336
33,3.10.5,area,giops_day,vosaline,4.2355
34,3.10.5,area,giops_day,sspeed,4.8438
35,3.10.5,area,giops_day,magwatervel,4.0943
37,3.10.5,area,riops_fc_3dps,votemper,8.4112
38,3.10.5,area,riops_fc_3dps,vosaline,8.6772
39,3.10.5,area,riops_fc_3dps,sspeed,8.7584
40,3.10.5,area,riops_fc_3dps,magwatervel,7.8425
41,3.10.5,subset,giops_day,votemper,0.8202
42,3.10.5,subset,riops_fc_3dps,votemper,2.1191
0,3.10.5,profile,giops_day,votemper,1.6958
1,3.10.5,profile,giops_day,vosaline,1.7673
2,3.10.5,profile,giops_day,sspeed,2.2248
3,3.10.5,profile,giops_day,magwatervel,1.9028
4,3.10.5,profile,riops_fc_3dps,votemper,2.5324
5,3.10.5,profile,riops_fc_3dps,vosaline,2.5173
6,3.10.5,profile,riops_fc_3dps,sspeed,3.1172
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.7449
8,3.10.5,virtual mooring,giops_day,votemper,1.9863
9,3.10.5,virtual mooring,giops_day,vosaline,1.6276
10,3.10.5,virtual mooring,giops_day,sspeed,2.2279
11,3.10.5,virtual mooring,giops_day,magwatervel,3.1515
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,6.0836
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,5.3392
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.7939
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,11.4593
16,3.10.5,transect,giops_day,votemper,9.0149
17,3.10.5,transect,giops_day,vosaline,8.5923
18,3.10.5,transect,giops_day,sspeed,9.3313
19,3.10.5,transect,giops_day,magwatervel,8.8653
20,3.10.5,transect,riops_fc_3dps,votemper,10.4521
21,3.10.5,transect,riops_fc_3dps,vosaline,10.2516
22,3.10.5,transect,riops_fc_3dps,sspeed,11.5223
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.6835
24,3.10.5,hovmoller,giops_day,votemper,6.7955
25,3.10.5,hovmoller,giops_day,vosaline,6.3706
26,3.10.5,hovmoller,giops_day,sspeed,7.0087
27,3.10.5,hovmoller,giops_day,magwatervel,7.6865
28,3.10.5,hovmoller,riops_fc_3dps,votemper,10.281
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,9.9172
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,13.7466
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,17.5754
32,3.10.5,area,giops_day,votemper,4.3558
33,3.10.5,area,giops_day,vosaline,4.4131
34,3.10.5,area,giops_day,sspeed,4.2712
35,3.10.5,area,giops_day,magwatervel,4.3007
37,3.10.5,area,riops_fc_3dps,votemper,8.26
38,3.10.5,area,riops_fc_3dps,vosaline,9.2947
39,3.10.5,area,riops_fc_3dps,sspeed,8.8032
40,3.10.5,area,riops_fc_3dps,magwatervel,8.0246
41,3.10.5,subset,giops_day,votemper,0.7245
42,3.10.5,subset,riops_fc_3dps,votemper,2.0811
0,3.10.5,profile,giops_day,votemper,1.6701
1,3.10.5,profile,giops_day,vosaline,1.6811
2,3.10.5,profile,giops_day,sspeed,1.8188
3,3.10.5,profile,giops_day,magwatervel,1.8539
4,3.10.5,profile,riops_fc_3dps,votemper,2.604
5,3.10.5,profile,riops_fc_3dps,vosaline,2.5087
6,3.10.5,profile,riops_fc_3dps,sspeed,3.1456
7,3.10.5,profile,riops_fc_3dps,magwatervel,4.2408
8,3.10.5,virtual mooring,giops_day,votemper,1.7123
9,3.10.5,virtual mooring,giops_day,vosaline,1.8039
10,3.10.5,virtual mooring,giops_day,sspeed,2.1713
11,3.10.5,virtual mooring,giops_day,magwatervel,3.0435
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,5.3667
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.6019
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,7.9731
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,10.1596
16,3.10.5,transect,giops_day,votemper,8.9262
17,3.10.5,transect,giops_day,vosaline,8.6725
18,3.10.5,transect,giops_day,sspeed,8.3177
19,3.10.5,transect,giops_day,magwatervel,8.7725
20,3.10.5,transect,riops_fc_3dps,votemper,9.8732
21,3.10.5,transect,riops_fc_3dps,vosaline,10.0985
22,3.10.5,transect,riops_fc_3dps,sspeed,11.6728
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.45
24,3.10.5,hovmoller,giops_day,votemper,6.3483
25,3.10.5,hovmoller,giops_day,vosaline,6.5761
26,3.10.5,hovmoller,giops_day,sspeed,7.0584
27,3.10.5,hovmoller,giops_day,magwatervel,7.1113
28,3.10.5,hovmoller,riops_fc_3dps,votemper,10.5372
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,11.1615
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,14.555
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,16.6874
32,3.10.5,area,giops_day,votemper,4.1557
33,3.10.5,area,giops_day,vosaline,4.5007
34,3.10.5,area,giops_day,sspeed,4.1531
35,3.10.5,area,giops_day,magwatervel,4.5984
37,3.10.5,area,riops_fc_3dps,votemper,8.3993
38,3.10.5,area,riops_fc_3dps,vosaline,8.1528
39,3.10.5,area,riops_fc_3dps,sspeed,8.8087
40,3.10.5,area,riops_fc_3dps,magwatervel,7.7363
41,3.10.5,subset,giops_day,votemper,0.7132
42,3.10.5,subset,riops_fc_3dps,votemper,1.8761
0,3.10.5,profile,giops_day,votemper,1.7363
1,3.10.5,profile,giops_day,vosaline,1.8558
2,3.10.5,profile,giops_day,sspeed,1.8744
3,3.10.5,profile,giops_day,magwatervel,2.0489
4,3.10.5,profile,riops_fc_3dps,votemper,2.7007
5,3.10.5,profile,riops_fc_3dps,vosaline,2.4709
6,3.10.5,profile,riops_fc_3dps,sspeed,3.1862
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.4465
8,3.10.5,virtual mooring,giops_day,votemper,1.7533
9,3.10.5,virtual mooring,giops_day,vosaline,1.7101
10,3.10.5,virtual mooring,giops_day,sspeed,2.3314
11,3.10.5,virtual mooring,giops_day,magwatervel,3.1633
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,5.0008
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,5.3263
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.5794
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,10.6791
16,3.10.5,transect,giops_day,votemper,15.5071
17,3.10.5,transect,giops_day,vosaline,10.7527
18,3.10.5,transect,giops_day,sspeed,10.8333
19,3.10.5,transect,giops_day,magwatervel,9.5514
20,3.10.5,transect,riops_fc_3dps,votemper,11.061
21,3.10.5,transect,riops_fc_3dps,vosaline,10.5788
22,3.10.5,transect,riops_fc_3dps,sspeed,11.8873
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.4482
24,3.10.5,hovmoller,giops_day,votemper,6.5054
25,3.10.5,hovmoller,giops_day,vosaline,6.7804
26,3.10.5,hovmoller,giops_day,sspeed,7.022
27,3.10.5,hovmoller,giops_day,magwatervel,7.7321
28,3.10.5,hovmoller,riops_fc_3dps,votemper,10.3979
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,10.872
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,14.4212
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,17.5834
32,3.10.5,area,giops_day,votemper,4.2977
33,3.10.5,area,giops_day,vosaline,4.3473
34,3.10.5,area,giops_day,sspeed,4.4962
35,3.10.5,area,giops_day,magwatervel,4.179
37,3.10.5,area,riops_fc_3dps,votemper,8.3078
38,3.10.5,area,riops_fc_3dps,vosaline,8.2525
39,3.10.5,area,riops_fc_3dps,sspeed,8.5437
40,3.10.5,area,riops_fc_3dps,magwatervel,7.7238
41,3.10.5,subset,giops_day,votemper,0.7955
42,3.10.5,subset,riops_fc_3dps,votemper,1.8926
0,3.10.5,profile,giops_day,votemper,1.6138
1,3.10.5,profile,giops_day,vosaline,1.6204
2,3.10.5,profile,giops_day,sspeed,1.7731
3,3.10.5,profile,giops_day,magwatervel,1.8961
4,3.10.5,profile,riops_fc_3dps,votemper,2.4908
5,3.10.5,profile,riops_fc_3dps,vosaline,2.3893
6,3.10.5,profile,riops_fc_3dps,sspeed,3.0696
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.2857
8,3.10.5,virtual mooring,giops_day,votemper,1.9923
9,3.10.5,virtual mooring,giops_day,vosaline,1.6626
